,Name,Role,Market Value,Squadra,Season
1187,Saná Fernandes,Ala sinistra,800000.0,SS Lazio,2023
1188,Gustav Isaksen,Ala destra,12000000.0,SS Lazio,2023
1189,Pedro,Ala destra,1000000.0,SS Lazio,2023
1190,Diego González,Ala destra,1000000.0,SS Lazio,2023
1191,Cristiano Lombardi,Ala destra,100000.0,SS Lazio,2023
1192,Taty Castellanos,Punta centrale,15000000.0,SS Lazio,2023
1193,Ciro Immobile,Punta centrale,4000000.0,SS Lazio,2023
1194,Josep Martínez,Portiere,8000000.0,Genoa CFC,2023
1195,Nicola Leali,Portiere,600000.0,Genoa CFC,2023
1196,Franz Stolz,Portiere,200000.0,Genoa CFC,2023
1197,Simone Calvani,Portiere,150000.0,Genoa CFC,2023
1198,Daniele Sommariva,Portiere,100000.0,Genoa CFC,2023
1199,Radu Drăgușin,Difensore centrale,25000000.0,Genoa CFC,2023
1200,Koni De Winter,Difensore centrale,12000000.0,Genoa CFC,2023
1201,Johan Vásquez,Difensore centrale,10000000.0,Genoa CFC,2023
1202,Alan Matturro,Difensore centrale,4000000.0,Genoa CFC,2023
1203,Mattia Bani,Difensore centrale,2500000.0,Genoa CFC,2023
1204,Giorgio Cittadini,Difensore centrale,2400000.0,Genoa CFC,2023
1205,Alessandro Vogliacco,Difensore centrale,2000000.0,Genoa CFC,2023
1206,Davide Biraschi,Difensore centrale,900000.0,Genoa CFC,2023
1207,Faroukou Cissé,Difensore centrale,200000.0,Genoa CFC,2023
1208,Tommaso Pittino,Difensore centrale,150000.0,Genoa CFC,2023
1209,Aarón Martín,Terzino sinistro,5000000.0,Genoa CFC,2023
1210,Ridgeciano Haps,Terzino sinistro,900000.0,Genoa CFC,2023
1211,Djed Spence,Terzino destro,8000000.0,Genoa CFC,2023
1212,Silvan Hefti,Terzino destro,2500000.0,Genoa CFC,2023
1213,Stefano Sabelli,Terzino destro,1500000.0,Genoa CFC,2023
1214,Emil Bohinen,Mediano,1800000.0,Genoa CFC,2023
1215,Milan Badelj,Mediano,800000.0,Genoa CFC,2023
1216,Morten Frendrup,Centrale,15000000.0,Genoa CFC,2023
1217,Berkan Kutlu,Centrale,3800000.0,Genoa CFC,2023
1218,Morten Thorsby,Centrale,3000000.0,Genoa CFC,2023
1219,Pablo Galdames,Centrale,1500000.0,Genoa CFC,2023
1220,Filippo Melegoni,Centrale,1200000.0,Genoa CFC,2023
1221,Filip Jagiello,Centrale,1100000.0,Genoa CFC,2023
1222,Kevin Strootman,Centrale,800000.0,Genoa CFC,2023
1223,Léandre Kuavita,Centrale,400000.0,Genoa CFC,2023
1224,Riccardo Arboscello,Centrale,200000.0,Genoa CFC,2023
1225,Ruslan Malinovskyi,Trequartista,8000000.0,Genoa CFC,2023
1226,Mattia Aramu,Trequartista,1300000.0,Genoa CFC,2023
1227,Christos Papadopoulos,Trequartista,800000.0,Genoa CFC,2023
1228,Junior Messias,Ala destra,2500000.0,Genoa CFC,2023
1229,Seydou Fini,Ala destra,1000000.0,Genoa CFC,2023
1230,Albert Gudmundsson,Seconda punta,30000000.0,Genoa CFC,2023
1231,Mateo Retegui,Punta centrale,16000000.0,Genoa CFC,2023
1232,Vitinha,Punta centrale,14000000.0,Genoa CFC,2023
1233,David Ankeye,Punta centrale,2000000.0,Genoa CFC,2023
1234,Caleb Ekuban,Punta centrale,1500000.0,Genoa CFC,2023
1235,George Pușcaș,Punta centrale,1500000.0,Genoa CFC,2023
1236,Massimo Coda,Punta centrale,1000000.0,Genoa CFC,2023
1237,Yoan Bornosuzov,Punta centrale,100000.0,Genoa CFC,2023
1238,Maduka Okoye,Portiere,4000000.0,Udinese Calcio,2023
1239,Marco Silvestri,Portiere,1000000.0,Udinese Calcio,2023
1240,Daniele Padelli,Portiere,150000.0,Udinese Calcio,2023
1241,Federico Mosca,Portiere,100000.0,Udinese Calcio,2023
1242,Edoardo Piana,Portiere,25000.0,Udinese Calcio,2023
1243,Joel Malusà,Portiere,0.0,Udinese Calcio,2023
1244,Nehuén Pérez,Difensore centrale,13000000.0,Udinese Calcio,2023
1245,Jaka Bijol,Difensore centrale,10000000.0,Udinese Calcio,2023
1246,Thomas Kristensen,Difensore centrale,4500000.0,Udinese Calcio,2023
1247,Enzo Ebosse,Difensore centrale,2500000.0,Udinese Calcio,2023
1248,Lautaro Giannetti,Difensore centrale,2500000.0,Udinese Calcio,2023
1249,Adam Masina,Difensore centrale,1500000.0,Udinese Calcio,2023
1250,Matteo Palma,Difensore centrale,1000000.0,Udinese Calcio,2023
1251,Christian Kabasele,Difensore centrale,1000000.0,Udinese Calcio,2023
1252,Antonio Tikvic,Difensore centrale,700000.0,Udinese Calcio,2023
1253,Axel Guessand,Difensore centrale,500000.0,Udinese Calcio,2023
1254,James Abankwah,Difensore centrale,300000.0,Udinese Calcio,2023
1255,Samuel John Nwachukwu,Difensore centrale,150000.0,Udinese Calcio,2023
1256,Jordan Zemura,Terzino sinistro,5000000.0,Udinese Calcio,2023
1257,Hassane Kamara,Terzino sinistro,4500000.0,Udinese Calcio,2023
1258,Kingsley Ehizibue,Terzino destro,2200000.0,Udinese Calcio,2023
1259,João Ferreira,Terzino destro,2000000.0,Udinese Calcio,2023
1260,Walace,Mediano,6000000.0,Udinese Calcio,2023
1261,Étienne Camara,Mediano,1500000.0,Udinese Calcio,2023
1262,Lazar Samardžić,Centrale,20000000.0,Udinese Calcio,2023
1263,Sandi Lovrić,Centrale,8000000.0,Udinese Calcio,2023
1264,Martín Payero,Centrale,4500000.0,Udinese Calcio,2023
1265,Oier Zarraga,Centrale,2000000.0,Udinese Calcio,2023
1266,Roberto Pereyra,Centrale,2000000.0,Udinese Calcio,2023
1267,Domingos Quina,Centrale,1500000.0,Udinese Calcio,2023
1268,Marco Ballarini,Centrale,75000.0,Udinese Calcio,2023
1269,Bor Zunec,Centrale,10000.0,Udinese Calcio,2023
1270,Festy Ebosele,Centrocampista di destra,6000000.0,Udinese Calcio,2023
1271,Simone Pafundi,Trequartista,10000000.0,Udinese Calcio,2023
1272,David Pejičić,Trequartista,1000000.0,Udinese Calcio,2023
1273,Marley Aké,Ala sinistra,1600000.0,Udinese Calcio,2023
1274,Florian Thauvin,Ala destra,3000000.0,Udinese Calcio,2023
1275,Beto,Punta centrale,20000000.0,Udinese Calcio,2023
1276,Lorenzo Lucca,Punta centrale,12000000.0,Udinese Calcio,2023
1277,Brenner,Punta centrale,7000000.0,Udinese Calcio,2023
1278,Keinan Davis,Punta centrale,3000000.0,Udinese Calcio,2023
1279,Isaac Success,Punta centrale,2500000.0,Udinese Calcio,2023
1280,Gerard Deulofeu,Punta centrale,1000000.0,Udinese Calcio,2023
1281,Vivaldo Semedo,Punta centrale,500000.0,Udinese Calcio,2023
1282,Sekou Diawara,Punta centrale,250000.0,Udinese Calcio,2023
1283,Michele Di Gregorio,Portiere,18000000.0,AC Monza,2023
1284,Alessandro Sorrentino,Portiere,800000.0,AC Monza,2023
1285,Stefano Gori,Portiere,500000.0,AC Monza,2023
1286,Eugenio Lamanna,Portiere,100000.0,AC Monza,2023
1287,Andrea Mazza,Portiere,75000.0,AC Monza,2023
1288,Andrea Carboni,Difensore centrale,4000000.0,AC Monza,2023
1289,Pablo Marí,Difensore centrale,3500000.0,AC Monza,2023
1290,Armando Izzo,Difensore centrale,2500000.0,AC Monza,2023
1291,Giorgio Cittadini,Difensore centrale,2400000.0,AC Monza,2023
1292,Luca Caldirola,Difensore centrale,1300000.0,AC Monza,2023
1293,Davide Bettella,Difensore centrale,1000000.0,AC Monza,2023
1294,Danilo D'Ambrosio,Difensore centrale,1000000.0,AC Monza,2023
1295,Franco Carboni,Terzino sinistro,900000.0,AC Monza,2023
1296,Samuele Birindelli,Terzino destro,3500000.0,AC Monza,2023
1297,Pedro Pereira,Terzino destro,1500000.0,AC Monza,2023
1298,Giulio Donati,Terzino destro,300000.0,AC Monza,2023
1299,Leonardo Colombo,Mediano,250000.0,AC Monza,2023
1300,Matteo Pessina,Centrale,15000000.0,AC Monza,2023
1301,Warren Bondo,Centrale,6000000.0,AC Monza,2023
1302,Roberto Gagliardini,Centrale,3000000.0,AC Monza,2023
1303,José Machín,Centrale,1000000.0,AC Monza,2023
1304,Jean-Daniel Akpa Akpro,Centrale,1000000.0,AC Monza,2023
1305,Alessandro Berretta,Centrale,0.0,AC Monza,2023
1306,Patrick Ciurria,Centrocampista di destra,4000000.0,AC Monza,2023
1307,Georgios Kyriakopoulos,Centrocampista di sinistra,3500000.0,AC Monza,2023
1308,Andrea Colpani,Trequartista,18000000.0,AC Monza,2023
1309,Valentín Carboni,Trequartista,15000000.0,AC Monza,2023
1310,Daniel Maldini,Trequartista,4500000.0,AC Monza,2023
1311,Samuele Vignato,Trequartista,3500000.0,AC Monza,2023
1312,Matija Popovic,Trequartista,2000000.0,AC Monza,2023
1313,Alessio Zerbin,Ala sinistra,4000000.0,AC Monza,2023
1314,Andrea Ferraris,Ala sinistra,200000.0,AC Monza,2023
1315,Papu Gómez,Ala sinistra,0.0,AC Monza,2023
1316,Dany Mota,Seconda punta,5000000.0,AC Monza,2023
1317,Gianluca Caprari,Seconda punta,4000000.0,AC Monza,2023
1318,Lorenzo Colombo,Punta centrale,6000000.0,AC Monza,2023
1319,Andrea Petagna,Punta centrale,3800000.0,AC Monza,2023
1320,Milan Djuric,Punta centrale,1500000.0,AC Monza,2023
1321,Mirko Maric,Punta centrale,800000.0,AC Monza,2023
1322,Lorenzo Montipò,Portiere,3500000.0,Hellas Verona FC,2023
1323,Simone Perilli,Portiere,200000.0,Hellas Verona FC,2023
1324,Giacomo Toniolo,Portiere,100000.0,Hellas Verona FC,2023
1325,Mattia Chiesa,Portiere,100000.0,Hellas Verona FC,2023
1326,Alessandro Berardi,Portiere,50000.0,Hellas Verona FC,2023
1327,Isak Hien,Difensore centrale,20000000.0,Hellas Verona FC,2023
1328,Diego Coppola,Difensore centrale,6000000.0,Hellas Verona FC,2023
1329,Bruno Amione,Difensore centrale,3000000.0,Hellas Verona FC,2023
1330,Giangiacomo Magnani,Difensore centrale,3000000.0,Hellas Verona FC,2023
1331,Paweł Dawidowicz,Difensore centrale,3000000.0,Hellas Verona FC,2023
1332,Federico Ceccherini,Difensore centrale,1000000.0,Hellas Verona FC,2023
1333,Koray Günter,Difensore centrale,850000.0,Hellas Verona FC,2023
1334,Christian Corradi,Difensore centrale,800000.0,Hellas Verona FC,2023
1335,Nicolò Calabrese,Difensore centrale,150000.0,Hellas Verona FC,2023
1336,Josh Doig,Terzino sinistro,6000000.0,Hellas Verona FC,2023
1337,Juan Cabal,Terzino sinistro,3500000.0,Hellas Verona FC,2023
1338,Rúben Vinagre,Terzino sinistro,2400000.0,Hellas Verona FC,2023
1339,Filippo Terracciano,Terzino destro,4500000.0,Hellas Verona FC,2023
1340,Fabien Centonze,Terzino destro,3000000.0,Hellas Verona FC,2023
1341,Jackson Tchatchoua,Terzino destro,3000000.0,Hellas Verona FC,2023
1342,Davide Faraoni,Terzino destro,1500000.0,Hellas Verona FC,2023
1343,Martin Hongla,Mediano,2500000.0,Hellas Verona FC,2023
1344,Reda Belahyane,Mediano,500000.0,Hellas Verona FC,2023
1345,Charlys,Mediano,100000.0,Hellas Verona FC,2023
1346,Joselito,Mediano,75000.0,Hellas Verona FC,2023
1347,Michael Folorunsho,Centrale,8500000.0,Hellas Verona FC,2023
1348,Suat Serdar,Centrale,5000000.0,Hellas Verona FC,2023
1349,Ondrej Duda,Centrale,4000000.0,Hellas Verona FC,2023
1350,Dani Silva,Centrale,2000000.0,Hellas Verona FC,2023
1351,Nicola Patanè,Centrocampista di destra,150000.0,Hellas Verona FC,2023
1352,Darko Lazović,Centrocampista di sinistra,1500000.0,Hellas Verona FC,2023
1353,Tomas Suslov,Trequartista,7000000.0,Hellas Verona FC,2023
1354,Alphadjo Cissè,Trequartista,1400000.0,Hellas Verona FC,2023
1355,Riccardo Saponara,Trequartista,700000.0,Hellas Verona FC,2023
1356,Ajdin Hrustić,Trequartista,600000.0,Hellas Verona FC,2023
1357,Stefan Mitrović,Ala sinistra,1800000.0,Hellas Verona FC,2023
1358,Jayden Braaf,Ala sinistra,800000.0,Hellas Verona FC,2023
1359,Cyril Ngonge,Ala destra,12000000.0,Hellas Verona FC,2023
1360,Tijjani Noslin,Ala destra,10000000.0,Hellas Verona FC,2023
1361,Jordi Mboula,Ala destra,1200000.0,Hellas Verona FC,2023
1362,Elayis Tavsan,Ala destra,1000000.0,Hellas Verona FC,2023
1363,Yayah Kallon,Ala destra,1000000.0,Hellas Verona FC,2023
1364,Karol Swiderski,Punta centrale,5000000.0,Hellas Verona FC,2023
1365,Federico Bonazzoli,Punta centrale,2500000.0,Hellas Verona FC,2023
1366,Thomas Henry,Punta centrale,2000000.0,Hellas Verona FC,2023
1367,Siren Diao,Punta centrale,1500000.0,Hellas Verona FC,2023
1368,Milan Djuric,Punta centrale,1500000.0,Hellas Verona FC,2023
1369,Juan Manuel Cruz,Punta centrale,450000.0,Hellas Verona FC,2023
1370,Junior Ajayi,Punta centrale,150000.0,Hellas Verona FC,2023
1371,Denis Cazzadori,Punta centrale,125000.0,Hellas Verona FC,2023
1372,Alessio Cragno,Portiere,1500000.0,US Sassuolo Calcio,2023
1373,Andrea Consigli,Portiere,800000.0,US Sassuolo Calcio,2023
1374,Daniel Theiner,Portiere,150000.0,US Sassuolo Calcio,2023
1375,Gianluca Pegolo,Portiere,100000.0,US Sassuolo Calcio,2023
1376,Alessandro Scacchetti,Portiere,10000.0,US Sassuolo Calcio,2023
1377,Mattia Viti,Difensore centrale,5000000.0,US Sassuolo Calcio,2023
1378,Marash Kumbulla,Difensore centrale,4500000.0,US Sassuolo Calcio,2023
1379,Martin Erlić,Difensore centrale,3000000.0,US Sassuolo Calcio,2023
1380,Ruan,Difensore centrale,2500000.0,US Sassuolo Calcio,2023
1381,Gian Marco Ferrari,Difensore centrale,1400000.0,US Sassuolo Calcio,2023
1382,Kevin Miranda,Difensore centrale,350000.0,US Sassuolo Calcio,2023
1383,Seb Loeffen,Difensore centrale,150000.0,US Sassuolo Calcio,2023
1384,Matías Viña,Terzino sinistro,8000000.0,US Sassuolo Calcio,2023
1385,Josh Doig,Terzino sinistro,6000000.0,US Sassuolo Calcio,2023
1386,Matteo Falasca,Terzino sinistro,150000.0,US Sassuolo Calcio,2023
1387,Jeremy Toljan,Terzino destro,3500000.0,US Sassuolo Calcio,2023
1388,Filippo Missori,Terzino destro,1500000.0,US Sassuolo Calcio,2023
1389,Yeferson Paz,Terzino destro,500000.0,US Sassuolo Calcio,2023
1390,Maxime Lopez,Mediano,7500000.0,US Sassuolo Calcio,2023
1391,Daniel Boloca,Mediano,7000000.0,US Sassuolo Calcio,2023
1392,Luca Lipani,Mediano,4000000.0,US Sassuolo Calcio,2023
1393,Uroš Račić,Mediano,2500000.0,US Sassuolo Calcio,2023
1394,Matheus Henrique,Centrale,8500000.0,US Sassuolo Calcio,2023
1395,Justin Kumi,Centrale,800000.0,US Sassuolo Calcio,2023
1396,Pedro Obiang,Centrale,500000.0,US Sassuolo Calcio,2023
1397,Salim Abubakar,Centrale,25000.0,US Sassuolo Calcio,2023
1398,Marcus Pedersen,Centrocampista di destra,5500000.0,US Sassuolo Calcio,2023
1399,Kristian Thorstvedt,Trequartista,8000000.0,US Sassuolo Calcio,2023
1400,Nedim Bajrami,Trequartista,4500000.0,US Sassuolo Calcio,2023
1401,Cristian Volpato,Trequartista,4500000.0,US Sassuolo Calcio,2023
1402,Armand Laurienté,Ala sinistra,10000000.0,US Sassuolo Calcio,2023
1403,Emil Konradsen Ceide,Ala sinistra,2000000.0,US Sassuolo Calcio,2023
1404,Domenico Berardi,Ala destra,10000000.0,US Sassuolo Calcio,2023
1405,Samu Castillejo,Ala destra,600000.0,US Sassuolo Calcio,2023
1406,Andrea Pinamonti,Punta centrale,15000000.0,US Sassuolo Calcio,2023
1407,Agustín Álvarez,Punta centrale,4500000.0,US Sassuolo Calcio,2023
1408,Samuele Mulattieri,Punta centrale,4000000.0,US Sassuolo Calcio,2023
1409,Grégoire Defrel,Punta centrale,1000000.0,US Sassuolo Calcio,2023
1410,Stefano Turati,Portiere,7000000.0,Frosinone Calcio,2023
1411,Michele Cerofolini,Portiere,700000.0,Frosinone Calcio,2023
1412,Michele Avella,Portiere,250000.0,Frosinone Calcio,2023
1413,Lorenzo Palmisani,Portiere,200000.0,Frosinone Calcio,2023
1414,Pierluigi Frattali,Portiere,100000.0,Frosinone Calcio,2023
1415,Caleb Okoli,Difensore centrale,8000000.0,Frosinone Calcio,2023
1416,Ilario Monterisi,Difensore centrale,2800000.0,Frosinone Calcio,2023
1417,Kevin Bonifazi,Difensore centrale,1800000.0,Frosinone Calcio,2023
1418,Simone Romagnoli,Difensore centrale,800000.0,Frosinone Calcio,2023
1419,Przemyslaw Szyminski,Difensore centrale,700000.0,Frosinone Calcio,2023
1420,Mateus Lusuardi,Difensore centrale,300000.0,Frosinone Calcio,2023
1421,Sergio Kalaj,Difensore centrale,200000.0,Frosinone Calcio,2023
1422,Matjaz Kamensek-Pahic,Difensore centrale,100000.0,Frosinone Calcio,2023
1423,Daniel Macej,Difensore centrale,25000.0,Frosinone Calcio,2023
1424,Riccardo Marchizza,Terzino sinistro,2500000.0,Frosinone Calcio,2023
1425,Emanuele Valeri,Terzino sinistro,2300000.0,Frosinone Calcio,2023
1426,Lukas Klitten,Terzino sinistro,350000.0,Frosinone Calcio,2023
1427,Anthony Oyono,Terzino destro,2000000.0,Frosinone Calcio,2023
1428,Pol Lirola,Terzino destro,1800000.0,Frosinone Calcio,2023
1429,Enzo Barrenechea,Mediano,7500000.0,Frosinone Calcio,2023
1430,Hamza Haoudi,Mediano,175000.0,Frosinone Calcio,2023
1431,Luca Mazzitelli,Centrale,4000000.0,Frosinone Calcio,2023
1432,Marco Brescianini,Centrale,3500000.0,Frosinone Calcio,2023
1433,Abdou Harroui,Centrale,2700000.0,Frosinone Calcio,2023
1434,Mehdi Bourabia,Centrale,1000000.0,Frosinone Calcio,2023
1435,Karlo Lulic,Centrale,450000.0,Frosinone Calcio,2023
1436,Kalifa Kujabi,Centrale,75000.0,Frosinone Calcio,2023
1437,Nadir Zortea,Centrocampista di destra,3000000.0,Frosinone Calcio,2023
1438,Arijon Ibrahimovic,Trequartista,4000000.0,Frosinone Calcio,2023
1439,Reinier,Trequartista,3500000.0,Frosinone Calcio,2023
1440,Luca Garritano,Trequartista,1200000.0,Frosinone Calcio,2023
1441,Francesco Gelli,Trequartista,1000000.0,Frosinone Calcio,2023
1442,İsak Vural,Trequartista,200000.0,Frosinone Calcio,2023
1443,Giuseppe Caso,Ala sinistra,1500000.0,Frosinone Calcio,2023
1444,Jaime Báez,Ala sinistra,900000.0,Frosinone Calcio,2023
1445,Giorgi Kvernadze,Ala sinistra,800000.0,Frosinone Calcio,2023
1446,Soufiane Bidaoui,Ala sinistra,200000.0,Frosinone Calcio,2023
1447,Matías Soulé,Ala destra,25000000.0,Frosinone Calcio,2023
1448,Demba Seck,Ala destra,2000000.0,Frosinone Calcio,2023
1449,Luigi Canotto,Ala destra,600000.0,Frosinone Calcio,2023
1450,Farès Ghedjemis,Ala destra,600000.0,Frosinone Calcio,2023
1451,Walid Cheddira,Punta centrale,6000000.0,Frosinone Calcio,2023
1452,Kaio Jorge,Punta centrale,4000000.0,Frosinone Calcio,2023
1453,Gennaro Borrelli,Punta centrale,1400000.0,Frosinone Calcio,2023
1454,Marvin Cuni,Punta centrale,900000.0,Frosinone Calcio,2023
1455,Wladimiro Falcone,Portiere,5000000.0,US Lecce,2023
1456,Federico Brancolini,Portiere,200000.0,US Lecce,2023
1457,Alexandru Borbei,Portiere,150000.0,US Lecce,2023
1458,Jasper Samooja,Portiere,75000.0,US Lecce,2023
1459,Marin Pongračić,Difensore centrale,7000000.0,US Lecce,2023
1460,Federico Baschirotto,Difensore centrale,6000000.0,US Lecce,2023
1461,Ahmed Touba,Difensore centrale,1600000.0,US Lecce,2023
1462,Kastriot Dermaku,Difensore centrale,250000.0,US Lecce,2023
1463,Sebastian Esposito,Difensore centrale,200000.0,US Lecce,2023
1464,Zinedin Smajlović,Difensore centrale,100000.0,US Lecce,2023
1465,Antonino Gallo,Terzino sinistro,4500000.0,US Lecce,2023
1466,Valentin Gendrey,Terzino destro,7000000.0,US Lecce,2023
1467,Lorenzo Venuti,Terzino destro,1200000.0,US Lecce,2023
1468,Mats Lemmens,Terzino destro,150000.0,US Lecce,2023
1469,Ylber Ramadani,Mediano,4000000.0,US Lecce,2023
1470,Alexis Blin,Mediano,3000000.0,US Lecce,2023
1471,Giacomo Faticanti,Mediano,800000.0,US Lecce,2023
1472,Youssef Maleh,Centrale,4500000.0,US Lecce,2023
1473,Joan González,Centrale,4500000.0,US Lecce,2023
1474,Mohamed Kaba,Centrale,3500000.0,US Lecce,2023
1475,Hamza Rafia,Centrale,1700000.0,US Lecce,2023
1476,Daniel Samek,Centrale,1200000.0,US Lecce,2023
1477,Thórir Jóhann Helgason,Centrale,1000000.0,US Lecce,2023
1478,Medon Berisha,Centrale,1000000.0,US Lecce,2023
1479,Rémi Oudin,Trequartista,3500000.0,US Lecce,2023
1480,Marcin Listkowski,Trequartista,200000.0,US Lecce,2023
1481,Lameck Banda,Ala sinistra,6000000.0,US Lecce,2023
1482,Federico Di Francesco,Ala sinistra,1400000.0,US Lecce,2023
1483,Nicola Sansone,Ala sinistra,1000000.0,US Lecce,2023
1484,Patrick Dorgu,Ala destra,12000000.0,US Lecce,2023
1485,Gabriel Strefezza,Ala destra,6000000.0,US Lecce,2023
1486,Pontus Almqvist,Ala destra,3000000.0,US Lecce,2023
1487,Santiago Pierotti,Ala destra,2500000.0,US Lecce,2023
1488,Jeppe Corfitzen,Ala destra,400000.0,US Lecce,2023
1489,Nikola Krstović,Punta centrale,6000000.0,US Lecce,2023
1490,Roberto Piccoli,Punta centrale,4000000.0,US Lecce,2023
1491,Assan Ceesay,Punta centrale,2000000.0,US Lecce,2023
1492,Rareș Burnete,Punta centrale,700000.0,US Lecce,2023
1493,Joel Voelkerling Persson,Punta centrale,400000.0,US Lecce,2023
1494,Elia Caprile,Portiere,6000000.0,Empoli FC,2023
1495,Samuele Perisan,Portiere,600000.0,Empoli FC,2023
1496,Etrit Berisha,Portiere,500000.0,Empoli FC,2023
1497,Lovro Stubljar,Portiere,300000.0,Empoli FC,2023
1498,Jacopo Seghetti,Portiere,150000.0,Empoli FC,2023
1499,Filippo Vertua,Portiere,0.0,Empoli FC,2023
1500,Sebastiano Luperto,Difensore centrale,3500000.0,Empoli FC,2023
1501,Ardian Ismajli,Difensore centrale,3000000.0,Empoli FC,2023
1502,Sebastian Walukiewicz,Difensore centrale,2500000.0,Empoli FC,2023
1503,Gabriele Guarino,Difensore centrale,1000000.0,Empoli FC,2023
1504,Saba Goglichidze,Difensore centrale,300000.0,Empoli FC,2023
1505,Lorenzo Tonelli,Difensore centrale,200000.0,Empoli FC,2023
1506,Gabriele Indragoli,Difensore centrale,200000.0,Empoli FC,2023
1507,Luca Marianucci,Difensore centrale,175000.0,Empoli FC,2023
1508,Giuseppe Pezzella,Terzino sinistro,2200000.0,Empoli FC,2023
1509,Liberato Cacace,Terzino sinistro,2000000.0,Empoli FC,2023
1510,Tyronne Ebuehi,Terzino destro,2000000.0,Empoli FC,2023
1511,Petar Stojanović,Terzino destro,1300000.0,Empoli FC,2023
1512,Bartosz Bereszyński,Terzino destro,1300000.0,Empoli FC,2023
1513,Răzvan Marin,Mediano,2700000.0,Empoli FC,2023
1514,Alberto Grassi,Mediano,1800000.0,Empoli FC,2023
1515,Iwo Kaczmarski,Mediano,300000.0,Empoli FC,2023
1516,Jacopo Fazzini,Centrale,6000000.0,Empoli FC,2023
1517,Youssef Maleh,Centrale,4500000.0,Empoli FC,2023
1518,Filippo Ranocchia,Centrale,4000000.0,Empoli FC,2023
1519,Szymon Żurkowski,Centrale,2500000.0,Empoli FC,2023
1520,Simone Bastoni,Centrale,1500000.0,Empoli FC,2023
1521,Liam Henderson,Centrale,1400000.0,Empoli FC,2023
1522,Luca Belardinelli,Centrale,1000000.0,Empoli FC,2023
1523,Nicolas Haas,Centrale,700000.0,Empoli FC,2023
1524,Giovanni Crociata,Centrale,600000.0,Empoli FC,2023
1525,Lorenzo Ignacchiti,Centrale,600000.0,Empoli FC,2023
1526,Tommaso Baldanzi,Trequartista,15000000.0,Empoli FC,2023
1527,Daniel Maldini,Trequartista,4500000.0,Empoli FC,2023
1528,Viktor Kovalenko,Trequartista,1500000.0,Empoli FC,2023
1529,Andrea Sodero,Trequartista,300000.0,Empoli FC,2023
1530,Emmanuel Gyasi,Ala sinistra,1800000.0,Empoli FC,2023
1531,Emmanuel Ekong,Ala sinistra,500000.0,Empoli FC,2023
1532,Matteo Cancellieri,Ala destra,4800000.0,Empoli FC,2023
1533,Nicolò Cambiaghi,Seconda punta,7000000.0,Empoli FC,2023
1534,Roberto Piccoli,Punta centrale,4000000.0,Empoli FC,2023
1535,M'Baye Niang,Punta centrale,2500000.0,Empoli FC,2023
1536,Stiven Shpendi,Punta centrale,2000000.0,Empoli FC,2023
1537,Alberto Cerri,Punta centrale,1700000.0,Empoli FC,2023
1538,Francesco Caputo,Punta centrale,1000000.0,Empoli FC,2023
1539,Mattia Destro,Punta centrale,500000.0,Empoli FC,2023
1540,Giacomo Corona,Punta centrale,400000.0,Empoli FC,2023
1541,Guillermo Ochoa,Portiere,1000000.0,US Salernitana 1919,2023
1542,Benoît Costil,Portiere,600000.0,US Salernitana 1919,2023
1543,Vincenzo Fiorillo,Portiere,150000.0,US Salernitana 1919,2023
1544,Pasquale Allocca,Portiere,100000.0,US Salernitana 1919,2023
1545,Gregorio Salvati,Portiere,50000.0,US Salernitana 1919,2023
1546,Flavius Daniliuc,Difensore centrale,6000000.0,US Salernitana 1919,2023
1547,Lorenzo Pirola,Difensore centrale,5500000.0,US Salernitana 1919,2023
1548,Matteo Lovato,Difensore centrale,4000000.0,US Salernitana 1919,2023
1549,Marco Pellegrino,Difensore centrale,3500000.0,US Salernitana 1919,2023
1550,Norbert Gyömbér,Difensore centrale,1300000.0,US Salernitana 1919,2023
1551,Dylan Bronn,Difensore centrale,1300000.0,US Salernitana 1919,2023
1552,Konstantinos Manolas,Difensore centrale,1000000.0,US Salernitana 1919,2023
1553,Triantafyllos Pasalidis,Difensore centrale,500000.0,US Salernitana 1919,2023
1554,Jérôme Boateng,Difensore centrale,400000.0,US Salernitana 1919,2023
1555,Federico Fazio,Difensore centrale,400000.0,US Salernitana 1919,2023
1556,Andrei Motoc,Difensore centrale,225000.0,US Salernitana 1919,2023
1557,Emanuele Elia,Difensore centrale,50000.0,US Salernitana 1919,2023
1558,Niccolò Guccione,Difensore centrale,0.0,US Salernitana 1919,2023
1559,Domagoj Bradarić,Terzino sinistro,5000000.0,US Salernitana 1919,2023
1560,Tommaso Ferrari,Terzino sinistro,100000.0,US Salernitana 1919,2023
1561,Alessandro Zanoli,Terzino destro,5000000.0,US Salernitana 1919,2023
1562,Pasquale Mazzocchi,Terzino destro,3000000.0,US Salernitana 1919,2023
1563,Junior Sambia,Terzino destro,2000000.0,US Salernitana 1919,2023
1564,Niccolò Pierozzi,Terzino destro,1800000.0,US Salernitana 1919,2023
1565,Mateusz Legowski,Mediano,3000000.0,US Salernitana 1919,2023
1566,Emil Bohinen,Mediano,1800000.0,US Salernitana 1919,2023
1567,Ciro Borrelli,Mediano,0.0,US Salernitana 1919,2023
1568,Lassana Coulibaly,Centrale,3500000.0,US Salernitana 1919,2023
1569,Giulio Maggiore,Centrale,3500000.0,US Salernitana 1919,2023
1570,Toma Bašić,Centrale,2800000.0,US Salernitana 1919,2023
