,anno,giornata,Home Team,Away Team,scorer,details
1123,2022,6,Bologna FC 1909,ACF Fiorentina,Musa Barrow,"Musa Barrow, Destro, 1° gol stagionaleAssist:Marko Arnautovic, Passaggio, 1° assist stagionale"
1124,2022,6,Bologna FC 1909,ACF Fiorentina,Marko Arnautovic,"Marko Arnautovic, Destro, 6° gol stagionaleAssist:Denso Kasius, Cross, 2° assist stagionale"
1125,2022,7,Bologna FC 1909,Empoli FC,Filippo Bandinelli,"Filippo Bandinelli, Tap-in, 2° gol stagionaleAssist: Senza assist"
1126,2022,8,Juventus FC,Bologna FC 1909,Filip Kostić,"Filip Kostić, Azione in contropiede, 1° gol stagionaleAssist:Dušan Vlahović, Passaggio, 1° assist stagionale"
1127,2022,8,Juventus FC,Bologna FC 1909,Dušan Vlahović,"Dušan Vlahović, Colpo di testa, 5° gol stagionaleAssist:Weston McKennie, Cross, 1° assist stagionale"
1128,2022,8,Juventus FC,Bologna FC 1909,Arkadiusz Milik,"Arkadiusz Milik, Sinistro, 3° gol stagionaleAssist:Juan Cuadrado, Passaggio, 1° assist stagionale"
1129,2022,9,Bologna FC 1909,UC Sampdoria,Nicolás Domínguez,"Nicolás Domínguez, Azione in contropiede, 1° gol stagionaleAssist: Senza assist"
1130,2022,9,Bologna FC 1909,UC Sampdoria,Filip Djuricic,"Filip Djuricic, Colpo di testa, 2° gol stagionaleAssist:Mehdi Léris, 1° assist stagionale"
1131,2022,10,SSC Napoli,Bologna FC 1909,Joshua Zirkzee,"Joshua Zirkzee, Sinistro, 1° gol stagionaleAssist:Andrea Cambiaso, Passaggio, 1° assist stagionale"
1132,2022,10,SSC Napoli,Bologna FC 1909,Juan Jesus,"Juan Jesus, Destro, 1° gol stagionaleAssist: Senza assist"
1133,2022,10,SSC Napoli,Bologna FC 1909,Hirving Lozano,"Hirving Lozano, Destro, 2° gol stagionaleAssist: Senza assist"
1134,2022,10,SSC Napoli,Bologna FC 1909,Musa Barrow,"Musa Barrow, Destro, 2° gol stagionaleAssist:Andrea Cambiaso, Passaggio, 2° assist stagionale"
1135,2022,10,SSC Napoli,Bologna FC 1909,Victor Osimhen,"Victor Osimhen, Sinistro, 3° gol stagionaleAssist:Khvicha Kvaratskhelia, Passaggio, 5° assist stagionale"
1136,2022,11,Bologna FC 1909,US Lecce,Marko Arnautovic,"Marko Arnautovic, Rigore, 7° gol stagionaleAssist:Michel Aebischer, Rigore: fallo ai danni di"
1137,2022,11,Bologna FC 1909,US Lecce,Lewis Ferguson,"Lewis Ferguson, Colpo di testa, 1° gol stagionaleAssist:Musa Barrow, Corner, 1° assist stagionale"
1138,2022,12,AC Monza,Bologna FC 1909,Andrea Petagna,"Andrea Petagna, Rigore, 1° gol stagionaleAssist:Stefano Sensi, Rigore: fallo ai danni di"
1139,2022,12,AC Monza,Bologna FC 1909,Lewis Ferguson,"Lewis Ferguson, Destro, 2° gol stagionaleAssist:Stefan Posch, Passaggio, 1° assist stagionale"
1140,2022,12,AC Monza,Bologna FC 1909,Riccardo Orsolini,"Riccardo Orsolini, Sinistro, 1° gol stagionaleAssist:Joshua Zirkzee, Passaggio, 1° assist stagionale"
1141,2022,13,Bologna FC 1909,Torino FC,Saša Lukić,"Saša Lukić, Rigore, 2° gol stagionaleAssist:Aleksey Miranchuk, Rigore: fallo ai danni di"
1142,2022,13,Bologna FC 1909,Torino FC,Riccardo Orsolini,"Riccardo Orsolini, Sinistro, 2° gol stagionaleAssist:Emanuel Vignato, Cross, 1° assist stagionale"
1143,2022,13,Bologna FC 1909,Torino FC,Stefan Posch,"Stefan Posch, Destro, 1° gol stagionaleAssist:Roberto Soriano, Colpo di testa, 2° assist stagionale"
1144,2022,14,FC Internazionale Milano,Bologna FC 1909,Charalampos Lykogiannis,"Charalampos Lykogiannis, 1° gol stagionaleAssist:Riccardo Orsolini, Tiro in porta, 1° assist stagionale"
1145,2022,14,FC Internazionale Milano,Bologna FC 1909,Edin Dzeko,"Edin Dzeko, Destro, 4° gol stagionaleAssist:Denzel Dumfries, Cross, 3° assist stagionale"
1146,2022,14,FC Internazionale Milano,Bologna FC 1909,Federico Dimarco,"Federico Dimarco, Punizione, 2° gol stagionaleAssist: Senza assist"
1147,2022,14,FC Internazionale Milano,Bologna FC 1909,Lautaro Martínez,"Lautaro Martínez, Colpo di testa, 7° gol stagionaleAssist:Hakan Çalhanoğlu, Corner, 4° assist stagionale"
1148,2022,14,FC Internazionale Milano,Bologna FC 1909,Federico Dimarco,"Federico Dimarco, Sinistro, 3° gol stagionaleAssist:Nicolò Barella, Passaggio, 6° assist stagionale"
1149,2022,14,FC Internazionale Milano,Bologna FC 1909,Hakan Çalhanoğlu,"Hakan Çalhanoğlu, Rigore, 2° gol stagionaleAssist: Rigore: mani diJoaquín Sosa"
1150,2022,14,FC Internazionale Milano,Bologna FC 1909,Robin Gosens,"Robin Gosens, Sinistro, 1° gol stagionaleAssist:Edin Dzeko, Passaggio, 3° assist stagionale"
1151,2022,15,Bologna FC 1909,US Sassuolo Calcio,Michel Aebischer,"Michel Aebischer, Destro, 1° gol stagionaleAssist:Jhon Lucumí, Cross, 1° assist stagionale"
1152,2022,15,Bologna FC 1909,US Sassuolo Calcio,Marko Arnautovic,"Marko Arnautovic, Sinistro, 8° gol stagionaleAssist:Roberto Soriano, Passaggio, 3° assist stagionale"
1153,2022,15,Bologna FC 1909,US Sassuolo Calcio,Lewis Ferguson,"Lewis Ferguson, Destro, 3° gol stagionaleAssist:Nicolás Domínguez, Passaggio, 1° assist stagionale"
1154,2022,16,AS Roma,Bologna FC 1909,Lorenzo Pellegrini,"Lorenzo Pellegrini, Rigore, 2° gol stagionaleAssist:Paulo Dybala, Rigore: fallo ai danni di"
1155,2022,17,Bologna FC 1909,Atalanta BC,Riccardo Orsolini,"Riccardo Orsolini, Sinistro, 3° gol stagionaleAssist: Senza assist"
1156,2022,17,Bologna FC 1909,Atalanta BC,Teun Koopmeiners,"Teun Koopmeiners, Tiro dalla distanza, 5° gol stagionaleAssist:Jérémie Boga, Passaggio, 1° assist stagionale"
1157,2022,17,Bologna FC 1909,Atalanta BC,Rasmus Højlund,"Rasmus Højlund, Sinistro, 3° gol stagionaleAssist:Jérémie Boga, Passaggio, 2° assist stagionale"
1158,2022,18,Udinese Calcio,Bologna FC 1909,Beto,"Beto, Sinistro, 7° gol stagionaleAssist:Isaac Success, Cross, 4° assist stagionale"
1159,2022,18,Udinese Calcio,Bologna FC 1909,Nicola Sansone,"Nicola Sansone, Sinistro, 1° gol stagionaleAssist:Nikola Moro, Passaggio, 1° assist stagionale"
1160,2022,18,Udinese Calcio,Bologna FC 1909,Stefan Posch,"Stefan Posch, Colpo di testa, 2° gol stagionaleAssist:Jerdy Schouten, Passaggio, 1° assist stagionale"
1161,2022,19,Bologna FC 1909,US Cremonese,David Okereke,"David Okereke, Rigore, 4° gol stagionaleAssist: Rigore: mani diNicolás Domínguez"
1162,2022,19,Bologna FC 1909,US Cremonese,Vlad Chiricheș,"Vlad Chiricheș, AutoreteAssist: Senza assist"
1163,2022,20,Bologna FC 1909,Spezia Calcio,Stefan Posch,"Stefan Posch, Destro, 3° gol stagionaleAssist:Riccardo Orsolini, Passaggio, 2° assist stagionale"
1164,2022,20,Bologna FC 1909,Spezia Calcio,Riccardo Orsolini,"Riccardo Orsolini, Azione in contropiede, 4° gol stagionaleAssist:Nicolás Domínguez, Passaggio, 2° assist stagionale"
1165,2022,21,ACF Fiorentina,Bologna FC 1909,Riccardo Orsolini,"Riccardo Orsolini, Rigore, 5° gol stagionaleAssist: Rigore: mani diAntonín Barák"
1166,2022,21,ACF Fiorentina,Bologna FC 1909,Riccardo Saponara,"Riccardo Saponara, Destro, 2° gol stagionaleAssist:Nico González, Tiro in porta, 1° assist stagionale"
1167,2022,21,ACF Fiorentina,Bologna FC 1909,Stefan Posch,"Stefan Posch, Colpo di testa, 4° gol stagionaleAssist:Riccardo Orsolini, Corner, 3° assist stagionale"
1168,2022,22,Bologna FC 1909,AC Monza,Giulio Donati,"Giulio Donati, Destro, 1° gol stagionaleAssist:Andrea Petagna, Passaggio, 5° assist stagionale"
1169,2022,23,UC Sampdoria,Bologna FC 1909,Roberto Soriano,"Roberto Soriano, Destro, 1° gol stagionaleAssist:Musa Barrow, Passaggio, 2° assist stagionale"
1170,2022,23,UC Sampdoria,Bologna FC 1909,Abdelhamid Sabiri,"Abdelhamid Sabiri, Rigore, 2° gol stagionaleAssist:Manolo Gabbiadini, Rigore: fallo ai danni di"
1171,2022,23,UC Sampdoria,Bologna FC 1909,Riccardo Orsolini,"Riccardo Orsolini, Sinistro, 6° gol stagionaleAssist:Nikola Moro, Passaggio, 2° assist stagionale"
1172,2022,24,Bologna FC 1909,FC Internazionale Milano,Riccardo Orsolini,"Riccardo Orsolini, Azione in contropiede, 7° gol stagionaleAssist:Jerdy Schouten, Passaggio, 2° assist stagionale"
1173,2022,25,Torino FC,Bologna FC 1909,Yann Karamoh,"Yann Karamoh, Destro, 3° gol stagionaleAssist:Antonio Sanabria, Passaggio, 2° assist stagionale"
1174,2022,26,Bologna FC 1909,SS Lazio,NAN,NAN
1175,2022,27,US Salernitana 1919,Bologna FC 1909,Lorenzo Pirola,"Lorenzo Pirola, Colpo di testa, 1° gol stagionaleAssist:Antonio Candreva, Corner, 4° assist stagionale"
1176,2022,27,US Salernitana 1919,Bologna FC 1909,Lewis Ferguson,"Lewis Ferguson, Colpo di testa, 4° gol stagionaleAssist:Georgios Kyriakopoulos, Cross, 2° assist stagionale"
1177,2022,27,US Salernitana 1919,Bologna FC 1909,Boulaye Dia,"Boulaye Dia, Destro, 10° gol stagionaleAssist:Flavius Daniliuc, 2° assist stagionale"
1178,2022,27,US Salernitana 1919,Bologna FC 1909,Charalampos Lykogiannis,"Charalampos Lykogiannis, Colpo di testa, 2° gol stagionaleAssist:Georgios Kyriakopoulos, Corner, 3° assist stagionale"
1179,2022,28,Bologna FC 1909,Udinese Calcio,Stefan Posch,"Stefan Posch, Destro, 5° gol stagionaleAssist:Musa Barrow, Passaggio, 3° assist stagionale"
1180,2022,28,Bologna FC 1909,Udinese Calcio,Nikola Moro,"Nikola Moro, Destro, 1° gol stagionaleAssist:Musa Barrow, Passaggio, 4° assist stagionale"
1181,2022,28,Bologna FC 1909,Udinese Calcio,Musa Barrow,"Musa Barrow, Destro, 3° gol stagionaleAssist:Nikola Moro, Passaggio, 3° assist stagionale"
1182,2022,29,Atalanta BC,Bologna FC 1909,Nicola Sansone,"Nicola Sansone, Sinistro, 2° gol stagionaleAssist:Musa Barrow, Passaggio, 5° assist stagionale"
1183,2022,29,Atalanta BC,Bologna FC 1909,Riccardo Orsolini,"Riccardo Orsolini, Sinistro, 8° gol stagionaleAssist:Joshua Zirkzee, Passaggio, 2° assist stagionale"
1184,2022,30,Bologna FC 1909,AC Milan,Nicola Sansone,"Nicola Sansone, Destro, 3° gol stagionaleAssist:Stefan Posch, Cross, 2° assist stagionale"
1185,2022,30,Bologna FC 1909,AC Milan,Tommaso Pobega,"Tommaso Pobega, Tiro dalla distanza, 2° gol stagionaleAssist: Senza assist"
1186,2022,31,Hellas Verona FC,Bologna FC 1909,Simone Verdi,"Simone Verdi, Rigore, 3° gol stagionaleAssist:Adolfo Gaich, Rigore: fallo ai danni di"
1187,2022,31,Hellas Verona FC,Bologna FC 1909,Simone Verdi,"Simone Verdi, Colpo di testa, 4° gol stagionaleAssist:Davide Faraoni, Cross, 3° assist stagionale"
1188,2022,31,Hellas Verona FC,Bologna FC 1909,Nicolás Domínguez,"Nicolás Domínguez, Destro, 2° gol stagionaleAssist:Nicola Sansone, Colpo di testa, 3° assist stagionale"
1189,2022,32,Bologna FC 1909,Juventus FC,Riccardo Orsolini,"Riccardo Orsolini, Rigore, 9° gol stagionaleAssist:Riccardo Orsolini, Rigore: fallo ai danni di"
1190,2022,32,Bologna FC 1909,Juventus FC,Arkadiusz Milik,"Arkadiusz Milik, Sinistro, 7° gol stagionaleAssist: Senza assist"
1191,2022,33,Empoli FC,Bologna FC 1909,Jhon Lucumí,"Jhon Lucumí, AutoreteAssist:Fabiano Parisi, Cross, 2° assist stagionale"
1192,2022,33,Empoli FC,Bologna FC 1909,Jean-Daniel Akpa Akpro,"Jean-Daniel Akpa Akpro, 1° gol stagionaleAssist:Răzvan Marin, Cross, 3° assist stagionale"
1193,2022,33,Empoli FC,Bologna FC 1909,Nicolò Cambiaghi,"Nicolò Cambiaghi, Sinistro, 5° gol stagionaleAssist:Răzvan Marin, Passaggio, 4° assist stagionale"
1194,2022,33,Empoli FC,Bologna FC 1909,Riccardo Orsolini,"Riccardo Orsolini, Rigore, 10° gol stagionaleAssist:Jhon Lucumí, Rigore: fallo ai danni di"
1195,2022,34,US Sassuolo Calcio,Bologna FC 1909,Domenico Berardi,"Domenico Berardi, Destro, 9° gol stagionaleAssist:Grégoire Defrel, Passaggio, 1° assist stagionale"
1196,2022,34,US Sassuolo Calcio,Bologna FC 1909,Nicolás Domínguez,"Nicolás Domínguez, Destro, 3° gol stagionaleAssist:Andrea Cambiaso, Passaggio, 3° assist stagionale"
1197,2022,35,Bologna FC 1909,AS Roma,NAN,NAN
1198,2022,36,US Cremonese,Bologna FC 1909,Marko Arnautovic,"Marko Arnautovic, Colpo di testa, 9° gol stagionaleAssist:Musa Barrow, 6° assist stagionale"
1199,2022,36,US Cremonese,Bologna FC 1909,Lewis Ferguson,"Lewis Ferguson, Destro, 5° gol stagionaleAssist: Senza assist"
1200,2022,36,US Cremonese,Bologna FC 1909,Stefan Posch,"Stefan Posch, Colpo di testa, 6° gol stagionaleAssist:Riccardo Orsolini, Corner, 4° assist stagionale"
1201,2022,36,US Cremonese,Bologna FC 1909,Riccardo Orsolini,"Riccardo Orsolini, Azione in contropiede, 11° gol stagionaleAssist:Nikola Moro, Passaggio, 4° assist stagionale"
1202,2022,36,US Cremonese,Bologna FC 1909,Nicola Sansone,"Nicola Sansone, Azione in contropiede, 4° gol stagionaleAssist:Musa Barrow, Passaggio, 7° assist stagionale"
1203,2022,36,US Cremonese,Bologna FC 1909,Daniel Ciofani,"Daniel Ciofani, Destro, 8° gol stagionaleAssist:Luka Lochoshvili, 2° assist stagionale"
1204,2022,37,Bologna FC 1909,SSC Napoli,Victor Osimhen,"Victor Osimhen, Destro, 24° gol stagionaleAssist: Senza assist"
1205,2022,37,Bologna FC 1909,SSC Napoli,Victor Osimhen,"Victor Osimhen, Destro, 25° gol stagionaleAssist:Bartosz Bereszyński, Passaggio, 1° assist stagionale"
1206,2022,37,Bologna FC 1909,SSC Napoli,Lewis Ferguson,"Lewis Ferguson, Tap-in, 6° gol stagionaleAssist: Senza assist"
1207,2022,37,Bologna FC 1909,SSC Napoli,Lorenzo De Silvestri,"Lorenzo De Silvestri, Colpo di testa, 1° gol stagionaleAssist:Nicola Sansone, Corner, 4° assist stagionale"
1208,2022,38,US Lecce,Bologna FC 1909,Lameck Banda,"Lameck Banda, Destro, 2° gol stagionaleAssist:Gabriel Strefezza, Cross, 4° assist stagionale"
1209,2022,38,US Lecce,Bologna FC 1909,Marko Arnautovic,"Marko Arnautovic, Colpo di testa, 10° gol stagionaleAssist:Musa Barrow, Cross, 8° assist stagionale"
1210,2022,38,US Lecce,Bologna FC 1909,Joshua Zirkzee,"Joshua Zirkzee, Sinistro, 2° gol stagionaleAssist:Niklas Pyyhtiä, Passaggio, 1° assist stagionale"
1211,2022,38,US Lecce,Bologna FC 1909,Rémi Oudin,"Rémi Oudin, Sinistro, 3° gol stagionaleAssist:Youssef Maleh, Cross, 1° assist stagionale"
1212,2022,38,US Lecce,Bologna FC 1909,Lewis Ferguson,"Lewis Ferguson, Destro, 7° gol stagionaleAssist:Nikola Moro, Passaggio, 5° assist stagionale"
1213,2022,1,AC Monza,Torino FC,Aleksey Miranchuk,"Aleksey Miranchuk, Sinistro, 1° gol stagionaleAssist:Antonio Sanabria, Passaggio, 1° assist stagionale"
1214,2022,1,AC Monza,Torino FC,Antonio Sanabria,"Antonio Sanabria, Destro, 1° gol stagionaleAssist:Samuele Ricci, Passaggio, 1° assist stagionale"
1215,2022,1,AC Monza,Torino FC,Dany Mota,"Dany Mota, Tap-in, 1° gol stagionaleAssist: Senza assist"
1216,2022,2,SSC Napoli,AC Monza,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Tiro dalla distanza, 2° gol stagionaleAssist:Piotr Zieliński, Passaggio, 1° assist stagionale"
1217,2022,2,SSC Napoli,AC Monza,Victor Osimhen,"Victor Osimhen, Destro, 2° gol stagionaleAssist:Frank Anguissa, Passaggio, 1° assist stagionale"
1218,2022,2,SSC Napoli,AC Monza,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Sinistro, 3° gol stagionaleAssist:Stanislav Lobotka, Passaggio, 1° assist stagionale"
1219,2022,2,SSC Napoli,AC Monza,Min-jae Kim,"Min-jae Kim, Colpo di testa, 1° gol stagionaleAssist:Piotr Zieliński, Corner, 2° assist stagionale"
1220,2022,3,AC Monza,Udinese Calcio,Andrea Colpani,"Andrea Colpani, Sinistro, 1° gol stagionaleAssist:Gianluca Caprari, Passaggio, 1° assist stagionale"
1221,2022,3,AC Monza,Udinese Calcio,Beto,"Beto, Destro, 1° gol stagionaleAssist:Rodrigo Becão, Passaggio, 1° assist stagionale"
1222,2022,3,AC Monza,Udinese Calcio,Destiny Udogie,"Destiny Udogie, Sinistro, 1° gol stagionaleAssist:Ilija Nestorovski, Passaggio, 1° assist stagionale"
1223,2022,4,AS Roma,AC Monza,Paulo Dybala,"Paulo Dybala, Sinistro, 1° gol stagionaleAssist:Tammy Abraham, Passaggio, 1° assist stagionale"
1224,2022,4,AS Roma,AC Monza,Paulo Dybala,"Paulo Dybala, Destro, 2° gol stagionaleAssist: Senza assist"
1225,2022,4,AS Roma,AC Monza,Roger Ibañez,"Roger Ibañez, Colpo di testa, 1° gol stagionaleAssist:Lorenzo Pellegrini, Corner, 2° assist stagionale"
1226,2022,5,AC Monza,Atalanta BC,Rasmus Højlund,"Rasmus Højlund, Destro, 1° gol stagionaleAssist:Ademola Lookman, Cross, 2° assist stagionale"
1227,2022,5,AC Monza,Atalanta BC,Marlon,"Marlon, AutoreteAssist:Ademola Lookman, Tiro in porta, 3° assist stagionale"
1228,2022,6,US Lecce,AC Monza,Stefano Sensi,"Stefano Sensi, Punizione, 1° gol stagionaleAssist: Senza assist"
1229,2022,6,US Lecce,AC Monza,Joan González,"Joan González, Destro, 1° gol stagionaleAssist: Senza assist"
1230,2022,7,AC Monza,Juventus FC,Christian Gytkjaer,"Christian Gytkjaer, Destro, 1° gol stagionaleAssist:Patrick Ciurria, Cross, 1° assist stagionale"
1231,2022,8,UC Sampdoria,AC Monza,Matteo Pessina,"Matteo Pessina, Destro, 1° gol stagionaleAssist:Patrick Ciurria, Passaggio, 2° assist stagionale"
1232,2022,8,UC Sampdoria,AC Monza,Gianluca Caprari,"Gianluca Caprari, Destro, 1° gol stagionaleAssist: Senza assist"
1233,2022,8,UC Sampdoria,AC Monza,Stefano Sensi,"Stefano Sensi, Destro, 2° gol stagionaleAssist:Samuele Birindelli, Passaggio, 1° assist stagionale"
1234,2022,9,AC Monza,Spezia Calcio,Carlos Augusto,"Carlos Augusto, Sinistro, 1° gol stagionaleAssist:Matteo Pessina, Passaggio, 1° assist stagionale"
1235,2022,9,AC Monza,Spezia Calcio,Pablo Marí,"Pablo Marí, Sinistro, 1° gol stagionaleAssist:Andrea Barberis, Corner, 1° assist stagionale"
1236,2022,10,Empoli FC,AC Monza,Nicolas Haas,"Nicolas Haas, Sinistro, 1° gol stagionaleAssist: Senza assist"
1237,2022,11,AC Milan,AC Monza,Brahim Díaz,"Brahim Díaz, Azione personale, 3° gol stagionaleAssist:Ciprian Tătărușanu, Passaggio, 1° assist stagionale"
1238,2022,11,AC Milan,AC Monza,Brahim Díaz,"Brahim Díaz, Destro, 4° gol stagionaleAssist:Divock Origi, Passaggio, 1° assist stagionale"
1239,2022,11,AC Milan,AC Monza,Divock Origi,"Divock Origi, Destro, 1° gol stagionaleAssist:Junior Messias, Passaggio, 1° assist stagionale"
1240,2022,11,AC Milan,AC Monza,Filippo Ranocchia,"Filippo Ranocchia, Punizione, 1° gol stagionaleAssist: Senza assist"
1241,2022,11,AC Milan,AC Monza,Rafael Leão,"Rafael Leão, Destro, 5° gol stagionaleAssist:Theo Hernández, Passaggio, 2° assist stagionale"
1242,2022,12,AC Monza,Bologna FC 1909,Andrea Petagna,"Andrea Petagna, Rigore, 1° gol stagionaleAssist:Stefano Sensi, Rigore: fallo ai danni di"
1243,2022,12,AC Monza,Bologna FC 1909,Lewis Ferguson,"Lewis Ferguson, Destro, 2° gol stagionaleAssist:Stefan Posch, Passaggio, 1° assist stagionale"
1244,2022,12,AC Monza,Bologna FC 1909,Riccardo Orsolini,"Riccardo Orsolini, Sinistro, 1° gol stagionaleAssist:Joshua Zirkzee, Passaggio, 1° assist stagionale"
1245,2022,13,AC Monza,Hellas Verona FC,Carlos Augusto,"Carlos Augusto, Destro, 2° gol stagionaleAssist:Patrick Ciurria, Passaggio, 3° assist stagionale"
1246,2022,13,AC Monza,Hellas Verona FC,Andrea Colpani,"Andrea Colpani, Sinistro, 2° gol stagionaleAssist:Andrea Petagna, Passaggio, 1° assist stagionale"
1247,2022,14,SS Lazio,AC Monza,Luka Romero,"Luka Romero, Sinistro, 1° gol stagionaleAssist: Senza assist"
1248,2022,15,AC Monza,US Salernitana 1919,Carlos Augusto,"Carlos Augusto, Sinistro, 3° gol stagionaleAssist:Dany Mota, Passaggio, 1° assist stagionale"
1249,2022,15,AC Monza,US Salernitana 1919,Dany Mota,"Dany Mota, Azione personale, 2° gol stagionaleAssist:Carlos Augusto, Passaggio, 1° assist stagionale"
1250,2022,15,AC Monza,US Salernitana 1919,Matteo Pessina,"Matteo Pessina, Rigore, 2° gol stagionaleAssist:Dany Mota, Rigore: fallo ai danni di"
1251,2022,16,ACF Fiorentina,AC Monza,Arthur Cabral,"Arthur Cabral, Destro, 3° gol stagionaleAssist:Lucas Martínez Quarta, Passaggio, 1° assist stagionale"
1252,2022,16,ACF Fiorentina,AC Monza,Carlos Augusto,"Carlos Augusto, Destro, 4° gol stagionaleAssist:Patrick Ciurria, Cross, 4° assist stagionale"
1253,2022,17,AC Monza,FC Internazionale Milano,Matteo Darmian,"Matteo Darmian, Destro, 1° gol stagionaleAssist:Alessandro Bastoni, Cross, 2° assist stagionale"
1254,2022,17,AC Monza,FC Internazionale Milano,Patrick Ciurria,"Patrick Ciurria, Sinistro, 1° gol stagionaleAssist:Matteo Pessina, Passaggio, 2° assist stagionale"
1255,2022,17,AC Monza,FC Internazionale Milano,Lautaro Martínez,"Lautaro Martínez, Destro, 8° gol stagionaleAssist: Senza assist"
1256,2022,17,AC Monza,FC Internazionale Milano,Denzel Dumfries,"Denzel Dumfries, AutoreteAssist: Senza assist"
1257,2022,18,US Cremonese,AC Monza,Patrick Ciurria,"Patrick Ciurria, Sinistro, 2° gol stagionaleAssist:Andrea Petagna, Passaggio, 2° assist stagionale"
1258,2022,18,US Cremonese,AC Monza,Gianluca Caprari,"Gianluca Caprari, Rigore, 2° gol stagionaleAssist:Armando Izzo, Rigore: fallo ai danni di"
1259,2022,18,US Cremonese,AC Monza,Gianluca Caprari,"Gianluca Caprari, Destro, 3° gol stagionaleAssist:Andrea Petagna, Passaggio, 3° assist stagionale"
1260,2022,18,US Cremonese,AC Monza,Daniel Ciofani,"Daniel Ciofani, Colpo di testa, 3° gol stagionaleAssist:Emanuele Valeri, Cross, 1° assist stagionale"
1261,2022,18,US Cremonese,AC Monza,Cyriel Dessers,"Cyriel Dessers, Destro, 3° gol stagionaleAssist: Senza assist"
1262,2022,19,AC Monza,US Sassuolo Calcio,Gian Marco Ferrari,"Gian Marco Ferrari, Destro, 1° gol stagionaleAssist:Hamed Junior Traoré, Corner, 2° assist stagionale"
1263,2022,19,AC Monza,US Sassuolo Calcio,Gianluca Caprari,"Gianluca Caprari, Destro, 4° gol stagionaleAssist: Senza assist"
1264,2022,20,Juventus FC,AC Monza,Patrick Ciurria,"Patrick Ciurria, Destro, 3° gol stagionaleAssist:José Machín, Passaggio, 1° assist stagionale"
1265,2022,20,Juventus FC,AC Monza,Dany Mota,"Dany Mota, Destro, 3° gol stagionaleAssist:Carlos Augusto, Passaggio, 2° assist stagionale"
1266,2022,21,AC Monza,UC Sampdoria,Manolo Gabbiadini,"Manolo Gabbiadini, Sinistro, 3° gol stagionaleAssist:Sam Lammers, Passaggio, 2° assist stagionale"
1267,2022,21,AC Monza,UC Sampdoria,Andrea Petagna,"Andrea Petagna, Sinistro, 2° gol stagionaleAssist:Carlos Augusto, Cross, 3° assist stagionale"
1268,2022,21,AC Monza,UC Sampdoria,Manolo Gabbiadini,"Manolo Gabbiadini, Destro, 4° gol stagionaleAssist: Senza assist"
1269,2022,21,AC Monza,UC Sampdoria,Matteo Pessina,"Matteo Pessina, Rigore, 3° gol stagionaleAssist:Andrea Petagna, Rigore: fallo ai danni di"
1270,2022,22,Bologna FC 1909,AC Monza,Giulio Donati,"Giulio Donati, Destro, 1° gol stagionaleAssist:Andrea Petagna, Passaggio, 5° assist stagionale"
1271,2022,23,AC Monza,AC Milan,Junior Messias,"Junior Messias, Sinistro, 3° gol stagionaleAssist: Senza assist"
1272,2022,24,US Salernitana 1919,AC Monza,Lassana Coulibaly,"Lassana Coulibaly, Destro, 2° gol stagionaleAssist:Antonio Candreva, Passaggio, 3° assist stagionale"
1273,2022,24,US Salernitana 1919,AC Monza,Grigoris Kastanos,"Grigoris Kastanos, Azione in contropiede, 1° gol stagionaleAssist: Senza assist"
1274,2022,24,US Salernitana 1919,AC Monza,Antonio Candreva,"Antonio Candreva, Azione in contropiede, 3° gol stagionaleAssist: Senza assist"
1275,2022,25,AC Monza,Empoli FC,Patrick Ciurria,"Patrick Ciurria, Sinistro, 4° gol stagionaleAssist:Andrea Petagna, Passaggio, 6° assist stagionale"
1276,2022,25,AC Monza,Empoli FC,Martín Satriano,"Martín Satriano, Colpo di testa, 2° gol stagionaleAssist: Senza assist"
1277,2022,25,AC Monza,Empoli FC,Armando Izzo,"Armando Izzo, Colpo di testa, 1° gol stagionaleAssist:Gianluca Caprari, Corner, 2° assist stagionale"
1278,2022,26,Hellas Verona FC,AC Monza,Simone Verdi,"Simone Verdi, Destro, 2° gol stagionaleAssist: Senza assist"
1279,2022,26,Hellas Verona FC,AC Monza,Stefano Sensi,"Stefano Sensi, Sinistro, 3° gol stagionaleAssist:Carlos Augusto, Passaggio, 4° assist stagionale"
1280,2022,27,AC Monza,US Cremonese,Daniel Ciofani,"Daniel Ciofani, Destro, 5° gol stagionaleAssist:Michele Castagnetti, Passaggio, 1° assist stagionale"
1281,2022,27,AC Monza,US Cremonese,Carlos Augusto,"Carlos Augusto, Sinistro, 5° gol stagionaleAssist:Patrick Ciurria, Cross, 5° assist stagionale"
1282,2022,28,AC Monza,SS Lazio,Pedro,"Pedro, Sinistro, 4° gol stagionaleAssist:Mattia Zaccagni, Passaggio, 5° assist stagionale"
1283,2022,28,AC Monza,SS Lazio,Sergej Milinković-Savić,"Sergej Milinković-Savić, Punizione, 5° gol stagionaleAssist: Senza assist"
1284,2022,29,Udinese Calcio,AC Monza,Sandi Lovrić,"Sandi Lovrić, Azione in contropiede, 4° gol stagionaleAssist:Walace, Passaggio, 1° assist stagionale"
1285,2022,29,Udinese Calcio,AC Monza,Andrea Colpani,"Andrea Colpani, Sinistro, 3° gol stagionaleAssist:Carlos Augusto, Cross, 5° assist stagionale"
