,anno,giornata,Home Team,Away Team,scorer,details
1286,2022,29,Udinese Calcio,AC Monza,Nicolò Rovella,"Nicolò Rovella, Destro, 1° gol stagionaleAssist:Stefano Sensi, Passaggio, 2° assist stagionale"
1287,2022,29,Udinese Calcio,AC Monza,Beto,"Beto, Rigore, 10° gol stagionaleAssist:Ilija Nestorovski, Rigore: fallo ai danni di"
1288,2022,30,FC Internazionale Milano,AC Monza,Luca Caldirola,"Luca Caldirola, Colpo di testa, 1° gol stagionaleAssist:Patrick Ciurria, Corner, 6° assist stagionale"
1289,2022,31,AC Monza,ACF Fiorentina,Christian Kouamé,"Christian Kouamé, Colpo di testa, 3° gol stagionaleAssist:Cristiano Biraghi, Corner, 4° assist stagionale"
1290,2022,31,AC Monza,ACF Fiorentina,Riccardo Saponara,"Riccardo Saponara, Destro, 3° gol stagionaleAssist:Christian Kouamé, Passaggio, 3° assist stagionale"
1291,2022,31,AC Monza,ACF Fiorentina,Cristiano Biraghi,"Cristiano Biraghi, AutoreteAssist: Senza assist"
1292,2022,31,AC Monza,ACF Fiorentina,Dany Mota,"Dany Mota, Destro, 4° gol stagionaleAssist:Michele Di Gregorio, Passaggio, 1° assist stagionale"
1293,2022,31,AC Monza,ACF Fiorentina,Matteo Pessina,"Matteo Pessina, Rigore, 4° gol stagionaleAssist:Dany Mota, Rigore: fallo ai danni di"
1294,2022,32,Spezia Calcio,AC Monza,Patrick Ciurria,"Patrick Ciurria, Sinistro, 5° gol stagionaleAssist:Andrea Colpani, Passaggio, 1° assist stagionale"
1295,2022,32,Spezia Calcio,AC Monza,Carlos Augusto,"Carlos Augusto, Azione in contropiede, 6° gol stagionaleAssist:José Machín, Passaggio, 2° assist stagionale"
1296,2022,33,AC Monza,AS Roma,Stephan El Shaarawy,"Stephan El Shaarawy, Destro, 5° gol stagionaleAssist: Senza assist"
1297,2022,33,AC Monza,AS Roma,Luca Caldirola,"Luca Caldirola, Sinistro, 2° gol stagionaleAssist:Nicolò Rovella, Cross, 1° assist stagionale"
1298,2022,34,Torino FC,AC Monza,Antonio Sanabria,"Antonio Sanabria, Destro, 11° gol stagionaleAssist:Nikola Vlašić, Passaggio, 4° assist stagionale"
1299,2022,34,Torino FC,AC Monza,Gianluca Caprari,"Gianluca Caprari, Destro, 5° gol stagionaleAssist:Andrea Petagna, Passaggio, 7° assist stagionale"
1300,2022,35,AC Monza,SSC Napoli,Dany Mota,"Dany Mota, Destro, 5° gol stagionaleAssist:Matteo Pessina, Passaggio, 3° assist stagionale"
1301,2022,35,AC Monza,SSC Napoli,Andrea Petagna,"Andrea Petagna, Sinistro, 3° gol stagionaleAssist: Senza assist"
1302,2022,36,US Sassuolo Calcio,AC Monza,Domenico Berardi,"Domenico Berardi, Rigore, 10° gol stagionaleAssist: Rigore: mani diArmando Izzo"
1303,2022,36,US Sassuolo Calcio,AC Monza,Patrick Ciurria,"Patrick Ciurria, Destro, 6° gol stagionaleAssist:Samuele Birindelli, Cross, 2° assist stagionale"
1304,2022,36,US Sassuolo Calcio,AC Monza,Matteo Pessina,"Matteo Pessina, Sinistro, 5° gol stagionaleAssist:Samuele Vignato, Passaggio, 1° assist stagionale"
1305,2022,37,AC Monza,US Lecce,Lorenzo Colombo,"Lorenzo Colombo, Rigore, 5° gol stagionaleAssist: Rigore: mani diChristian Gytkjaer"
1306,2022,38,Atalanta BC,AC Monza,Teun Koopmeiners,"Teun Koopmeiners, Colpo di testa, 8° gol stagionaleAssist:Joakim Maehle, Cross, 2° assist stagionale"
1307,2022,38,Atalanta BC,AC Monza,Teun Koopmeiners,"Teun Koopmeiners, Destro, 9° gol stagionaleAssist: Senza assist"
1308,2022,38,Atalanta BC,AC Monza,Andrea Colpani,"Andrea Colpani, Sinistro, 4° gol stagionaleAssist:Dany Mota, Passaggio, 4° assist stagionale"
1309,2022,38,Atalanta BC,AC Monza,Rasmus Højlund,"Rasmus Højlund, Destro, 9° gol stagionaleAssist:Teun Koopmeiners, Passaggio, 4° assist stagionale"
1310,2022,38,Atalanta BC,AC Monza,Teun Koopmeiners,"Teun Koopmeiners, Sinistro, 10° gol stagionaleAssist:Joakim Maehle, Passaggio, 3° assist stagionale"
1311,2022,38,Atalanta BC,AC Monza,Andrea Petagna,"Andrea Petagna, Sinistro, 4° gol stagionaleAssist:Nicolò Rovella, Passaggio, 2° assist stagionale"
1312,2022,38,Atalanta BC,AC Monza,Luis Muriel,"Luis Muriel, Destro, 3° gol stagionaleAssist:Ademola Lookman, Passaggio, 8° assist stagionale"
1313,2022,1,Spezia Calcio,Empoli FC,M'Bala Nzola,"M'Bala Nzola, Destro, 1° gol stagionaleAssist:Simone Bastoni, Passaggio, 1° assist stagionale"
1314,2022,2,Empoli FC,ACF Fiorentina,NAN,NAN
1315,2022,3,US Lecce,Empoli FC,Fabiano Parisi,"Fabiano Parisi, Azione in contropiede, 1° gol stagionaleAssist: Senza assist"
1316,2022,3,US Lecce,Empoli FC,Gabriel Strefezza,"Gabriel Strefezza, Azione in contropiede, 1° gol stagionaleAssist:Lameck Banda, Passaggio, 1° assist stagionale"
1317,2022,4,Empoli FC,Hellas Verona FC,Tommaso Baldanzi,"Tommaso Baldanzi, Sinistro, 1° gol stagionaleAssist:Sam Lammers, Passaggio, 1° assist stagionale"
1318,2022,4,Empoli FC,Hellas Verona FC,Yayah Kallon,"Yayah Kallon, Sinistro, 1° gol stagionaleAssist:Josh Doig, Passaggio, 1° assist stagionale"
1319,2022,5,US Salernitana 1919,Empoli FC,Martín Satriano,"Martín Satriano, Colpo di testa, 1° gol stagionaleAssist:Liam Henderson, Cross, 1° assist stagionale"
1320,2022,5,US Salernitana 1919,Empoli FC,Pasquale Mazzocchi,"Pasquale Mazzocchi, Azione personale, 1° gol stagionaleAssist: Senza assist"
1321,2022,5,US Salernitana 1919,Empoli FC,Boulaye Dia,"Boulaye Dia, Tap-in, 3° gol stagionaleAssist:Tonny Vilhena, Cross, 1° assist stagionale"
1322,2022,5,US Salernitana 1919,Empoli FC,Sam Lammers,"Sam Lammers, Tiro deviato, 1° gol stagionaleAssist: Senza assist"
1323,2022,6,Empoli FC,AS Roma,Paulo Dybala,"Paulo Dybala, Tiro dalla distanza, 3° gol stagionaleAssist: Senza assist"
1324,2022,6,Empoli FC,AS Roma,Filippo Bandinelli,"Filippo Bandinelli, Colpo di testa, 1° gol stagionaleAssist:Petar Stojanović, Cross, 1° assist stagionale"
1325,2022,6,Empoli FC,AS Roma,Tammy Abraham,"Tammy Abraham, Destro, 2° gol stagionaleAssist:Paulo Dybala, Cross, 2° assist stagionale"
1326,2022,7,Bologna FC 1909,Empoli FC,Filippo Bandinelli,"Filippo Bandinelli, Tap-in, 2° gol stagionaleAssist: Senza assist"
1327,2022,8,Empoli FC,AC Milan,Ante Rebić,"Ante Rebić, Destro, 3° gol stagionaleAssist:Rafael Leão, Passaggio, 4° assist stagionale"
1328,2022,8,Empoli FC,AC Milan,Nedim Bajrami,"Nedim Bajrami, Punizione, 1° gol stagionaleAssist: Senza assist"
1329,2022,8,Empoli FC,AC Milan,Fodé Ballo-Touré,"Fodé Ballo-Touré, Sinistro, 1° gol stagionaleAssist:Rade Krunic, Passaggio, 1° assist stagionale"
1330,2022,8,Empoli FC,AC Milan,Rafael Leão,"Rafael Leão, Azione in contropiede, 4° gol stagionaleAssist:Ante Rebić, Passaggio, 1° assist stagionale"
1331,2022,9,Torino FC,Empoli FC,Mattia Destro,"Mattia Destro, Destro, 1° gol stagionaleAssist:Tyronne Ebuehi, Cross, 1° assist stagionale"
1332,2022,9,Torino FC,Empoli FC,Saša Lukić,"Saša Lukić, Petto, 1° gol stagionaleAssist: Senza assist"
1333,2022,10,Empoli FC,AC Monza,Nicolas Haas,"Nicolas Haas, Sinistro, 1° gol stagionaleAssist: Senza assist"
1334,2022,11,Juventus FC,Empoli FC,Moise Kean,"Moise Kean, Destro, 1° gol stagionaleAssist:Filip Kostić, Cross, 3° assist stagionale"
1335,2022,11,Juventus FC,Empoli FC,Weston McKennie,"Weston McKennie, Colpo di testa, 1° gol stagionaleAssist:Juan Cuadrado, Corner, 2° assist stagionale"
1336,2022,11,Juventus FC,Empoli FC,Adrien Rabiot,"Adrien Rabiot, Colpo di testa, 1° gol stagionaleAssist:Juan Cuadrado, Corner, 3° assist stagionale"
1337,2022,11,Juventus FC,Empoli FC,Adrien Rabiot,"Adrien Rabiot, Destro, 2° gol stagionaleAssist:Danilo, Passaggio, 2° assist stagionale"
1338,2022,12,Empoli FC,Atalanta BC,Hans Hateboer,"Hans Hateboer, Sinistro, 1° gol stagionaleAssist: Senza assist"
1339,2022,12,Empoli FC,Atalanta BC,Ademola Lookman,"Ademola Lookman, Destro, 5° gol stagionaleAssist:Mario Pasalic, Passaggio, 2° assist stagionale"
1340,2022,13,Empoli FC,US Sassuolo Calcio,Tommaso Baldanzi,"Tommaso Baldanzi, Sinistro, 2° gol stagionaleAssist:Martín Satriano, Passaggio, 1° assist stagionale"
1341,2022,14,SSC Napoli,Empoli FC,Hirving Lozano,"Hirving Lozano, Rigore, 3° gol stagionaleAssist:Victor Osimhen, Rigore: fallo ai danni di"
1342,2022,14,SSC Napoli,Empoli FC,Piotr Zieliński,"Piotr Zieliński, Sinistro, 2° gol stagionaleAssist:Hirving Lozano, Cross, 2° assist stagionale"
1343,2022,15,Empoli FC,US Cremonese,Nicolò Cambiaghi,"Nicolò Cambiaghi, Sinistro, 1° gol stagionaleAssist: Senza assist"
1344,2022,15,Empoli FC,US Cremonese,Fabiano Parisi,"Fabiano Parisi, Tap-in, 2° gol stagionaleAssist: Senza assist"
1345,2022,16,Udinese Calcio,Empoli FC,Tommaso Baldanzi,"Tommaso Baldanzi, Destro, 3° gol stagionaleAssist:Francesco Caputo, Passaggio, 1° assist stagionale"
1346,2022,16,Udinese Calcio,Empoli FC,Roberto Pereyra,"Roberto Pereyra, Destro, 2° gol stagionaleAssist:Destiny Udogie, Cross, 2° assist stagionale"
1347,2022,17,SS Lazio,Empoli FC,Felipe Anderson,"Felipe Anderson, Colpo di testa, 4° gol stagionaleAssist:Luis Alberto, Corner, 2° assist stagionale"
1348,2022,17,SS Lazio,Empoli FC,Mattia Zaccagni,"Mattia Zaccagni, Destro, 6° gol stagionaleAssist:Felipe Anderson, Passaggio, 3° assist stagionale"
1349,2022,17,SS Lazio,Empoli FC,Francesco Caputo,"Francesco Caputo, Azione in contropiede, 2° gol stagionaleAssist:Nicolò Cambiaghi, Passaggio, 1° assist stagionale"
1350,2022,17,SS Lazio,Empoli FC,Răzvan Marin,"Răzvan Marin, Destro, 1° gol stagionaleAssist: Senza assist"
1351,2022,18,Empoli FC,UC Sampdoria,Tyronne Ebuehi,"Tyronne Ebuehi, Colpo di testa, 1° gol stagionaleAssist:Răzvan Marin, Corner, 1° assist stagionale"
1352,2022,19,FC Internazionale Milano,Empoli FC,Tommaso Baldanzi,"Tommaso Baldanzi, Sinistro, 4° gol stagionaleAssist:Nedim Bajrami, Passaggio, 1° assist stagionale"
1353,2022,20,Empoli FC,Torino FC,Sebastiano Luperto,"Sebastiano Luperto, Colpo di testa, 1° gol stagionaleAssist:Răzvan Marin, Corner, 2° assist stagionale"
1354,2022,20,Empoli FC,Torino FC,Răzvan Marin,"Răzvan Marin, Destro, 2° gol stagionaleAssist:Francesco Caputo, Passaggio, 2° assist stagionale"
1355,2022,20,Empoli FC,Torino FC,Samuele Ricci,"Samuele Ricci, Destro, 1° gol stagionaleAssist:Perr Schuurs, Passaggio, 2° assist stagionale"
1356,2022,20,Empoli FC,Torino FC,Antonio Sanabria,"Antonio Sanabria, Sinistro, 4° gol stagionaleAssist:Aleksey Miranchuk, Passaggio, 3° assist stagionale"
1357,2022,21,AS Roma,Empoli FC,Roger Ibañez,"Roger Ibañez, Colpo di testa, 3° gol stagionaleAssist:Paulo Dybala, Corner, 6° assist stagionale"
1358,2022,21,AS Roma,Empoli FC,Tammy Abraham,"Tammy Abraham, Colpo di testa, 6° gol stagionaleAssist:Paulo Dybala, Corner, 7° assist stagionale"
1359,2022,22,Empoli FC,Spezia Calcio,Daniele Verde,"Daniele Verde, Rigore, 1° gol stagionaleAssist: Rigore: mani diFabiano Parisi"
1360,2022,22,Empoli FC,Spezia Calcio,Daniele Verde,"Daniele Verde, Tiro dalla distanza, 2° gol stagionaleAssist: Senza assist"
1361,2022,22,Empoli FC,Spezia Calcio,Nicolò Cambiaghi,"Nicolò Cambiaghi, Sinistro, 2° gol stagionaleAssist: Senza assist"
1362,2022,22,Empoli FC,Spezia Calcio,Emanuel Vignato,"Emanuel Vignato, Destro, 1° gol stagionaleAssist: Senza assist"
1363,2022,23,ACF Fiorentina,Empoli FC,Nicolò Cambiaghi,"Nicolò Cambiaghi, Sinistro, 3° gol stagionaleAssist:Francesco Caputo, Passaggio, 3° assist stagionale"
1364,2022,23,ACF Fiorentina,Empoli FC,Arthur Cabral,"Arthur Cabral, Colpo di testa, 4° gol stagionaleAssist:Dodô, Cross, 2° assist stagionale"
1365,2022,24,Empoli FC,SSC Napoli,Ardian Ismajli,"Ardian Ismajli, AutoreteAssist:Piotr Zieliński, Cross, 7° assist stagionale"
1366,2022,24,Empoli FC,SSC Napoli,Victor Osimhen,"Victor Osimhen, Tap-in, 19° gol stagionaleAssist: Senza assist"
1367,2022,25,AC Monza,Empoli FC,Patrick Ciurria,"Patrick Ciurria, Sinistro, 4° gol stagionaleAssist:Andrea Petagna, Passaggio, 6° assist stagionale"
1368,2022,25,AC Monza,Empoli FC,Martín Satriano,"Martín Satriano, Colpo di testa, 2° gol stagionaleAssist: Senza assist"
1369,2022,25,AC Monza,Empoli FC,Armando Izzo,"Armando Izzo, Colpo di testa, 1° gol stagionaleAssist:Gianluca Caprari, Corner, 2° assist stagionale"
1370,2022,26,Empoli FC,Udinese Calcio,Rodrigo Becão,"Rodrigo Becão, Colpo di testa, 2° gol stagionaleAssist:Sandi Lovrić, Corner, 3° assist stagionale"
1371,2022,27,Atalanta BC,Empoli FC,Tyronne Ebuehi,"Tyronne Ebuehi, Tap-in, 2° gol stagionaleAssist:Francesco Caputo, Passaggio, 4° assist stagionale"
1372,2022,27,Atalanta BC,Empoli FC,Marten de Roon,"Marten de Roon, Colpo di testa, 1° gol stagionaleAssist:Matteo Ruggeri, Cross, 1° assist stagionale"
1373,2022,27,Atalanta BC,Empoli FC,Rasmus Højlund,"Rasmus Højlund, Tap-in, 7° gol stagionaleAssist: Senza assist"
1374,2022,28,Empoli FC,US Lecce,Francesco Caputo,"Francesco Caputo, Rigore, 3° gol stagionaleAssist:Fabiano Parisi, Rigore: fallo ai danni di"
1375,2022,29,AC Milan,Empoli FC,NAN,NAN
1376,2022,30,US Cremonese,Empoli FC,Cyriel Dessers,"Cyriel Dessers, Sinistro, 6° gol stagionaleAssist:Leonardo Sernicola, Passaggio, 2° assist stagionale"
1377,2022,31,Empoli FC,FC Internazionale Milano,Romelu Lukaku,"Romelu Lukaku, Destro, 4° gol stagionaleAssist:Marcelo Brozović, Passaggio, 1° assist stagionale"
1378,2022,31,Empoli FC,FC Internazionale Milano,Romelu Lukaku,"Romelu Lukaku, Sinistro, 5° gol stagionaleAssist:Hakan Çalhanoğlu, Passaggio, 6° assist stagionale"
1379,2022,31,Empoli FC,FC Internazionale Milano,Lautaro Martínez,"Lautaro Martínez, Azione in contropiede, 15° gol stagionaleAssist:Romelu Lukaku, Passaggio, 3° assist stagionale"
1380,2022,32,US Sassuolo Calcio,Empoli FC,Nicolò Cambiaghi,"Nicolò Cambiaghi, Azione in contropiede, 4° gol stagionaleAssist: Senza assist"
1381,2022,32,US Sassuolo Calcio,Empoli FC,Domenico Berardi,"Domenico Berardi, Sinistro, 7° gol stagionaleAssist:Matheus Henrique, Cross, 1° assist stagionale"
1382,2022,32,US Sassuolo Calcio,Empoli FC,Domenico Berardi,"Domenico Berardi, Rigore, 8° gol stagionaleAssist:Domenico Berardi, Rigore: fallo ai danni di"
1383,2022,33,Empoli FC,Bologna FC 1909,Jhon Lucumí,"Jhon Lucumí, AutoreteAssist:Fabiano Parisi, Cross, 2° assist stagionale"
1384,2022,33,Empoli FC,Bologna FC 1909,Jean-Daniel Akpa Akpro,"Jean-Daniel Akpa Akpro, 1° gol stagionaleAssist:Răzvan Marin, Cross, 3° assist stagionale"
1385,2022,33,Empoli FC,Bologna FC 1909,Nicolò Cambiaghi,"Nicolò Cambiaghi, Sinistro, 5° gol stagionaleAssist:Răzvan Marin, Passaggio, 4° assist stagionale"
1386,2022,33,Empoli FC,Bologna FC 1909,Riccardo Orsolini,"Riccardo Orsolini, Rigore, 10° gol stagionaleAssist:Jhon Lucumí, Rigore: fallo ai danni di"
1387,2022,34,Empoli FC,US Salernitana 1919,Nicolò Cambiaghi,"Nicolò Cambiaghi, Colpo di testa, 6° gol stagionaleAssist:Tyronne Ebuehi, Cross, 2° assist stagionale"
1388,2022,34,Empoli FC,US Salernitana 1919,Francesco Caputo,"Francesco Caputo, Destro, 4° gol stagionaleAssist:Tyronne Ebuehi, Passaggio, 3° assist stagionale"
1389,2022,34,Empoli FC,US Salernitana 1919,Krzysztof Piatek,"Krzysztof Piatek, Destro, 4° gol stagionaleAssist: Senza assist"
1390,2022,35,UC Sampdoria,Empoli FC,Alessandro Zanoli,"Alessandro Zanoli, Destro, 2° gol stagionaleAssist:Fabio Quagliarella, Cross, 1° assist stagionale"
1391,2022,35,UC Sampdoria,Empoli FC,Roberto Piccoli,"Roberto Piccoli, Destro, 1° gol stagionaleAssist:Tyronne Ebuehi, 4° assist stagionale"
1392,2022,36,Empoli FC,Juventus FC,Francesco Caputo,"Francesco Caputo, Rigore, 5° gol stagionaleAssist:Nicolò Cambiaghi, Rigore: fallo ai danni di"
1393,2022,36,Empoli FC,Juventus FC,Sebastiano Luperto,"Sebastiano Luperto, Sinistro, 2° gol stagionaleAssist: Senza assist"
1394,2022,36,Empoli FC,Juventus FC,Francesco Caputo,"Francesco Caputo, Destro, 6° gol stagionaleAssist:Jean-Daniel Akpa Akpro, Passaggio, 1° assist stagionale"
1395,2022,36,Empoli FC,Juventus FC,Federico Chiesa,"Federico Chiesa, Destro, 1° gol stagionaleAssist:Adrien Rabiot, Cross, 4° assist stagionale"
1396,2022,36,Empoli FC,Juventus FC,Roberto Piccoli,"Roberto Piccoli, Destro, 2° gol stagionaleAssist:Nicolas Haas, 1° assist stagionale"
1397,2022,37,Hellas Verona FC,Empoli FC,Adolfo Gaich,"Adolfo Gaich, Destro, 2° gol stagionaleAssist: Senza assist"
1398,2022,37,Hellas Verona FC,Empoli FC,Giangiacomo Magnani,"Giangiacomo Magnani, AutoreteAssist:Petar Stojanović, Tiro in porta, 2° assist stagionale"
1399,2022,38,Empoli FC,SS Lazio,Alessio Romagnoli,"Alessio Romagnoli, Colpo di testa, 2° gol stagionaleAssist:Luis Alberto, Corner, 7° assist stagionale"
1400,2022,38,Empoli FC,SS Lazio,Luis Alberto,"Luis Alberto, Destro, 6° gol stagionaleAssist:Ciro Immobile, Passaggio, 5° assist stagionale"
1401,2022,1,Hellas Verona FC,SSC Napoli,Kevin Lasagna,"Kevin Lasagna, Sinistro, 1° gol stagionaleAssist:Koray Günter, Colpo di testa, 1° assist stagionale"
1402,2022,1,Hellas Verona FC,SSC Napoli,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Colpo di testa, 1° gol stagionaleAssist:Hirving Lozano, Cross, 1° assist stagionale"
1403,2022,1,Hellas Verona FC,SSC Napoli,Victor Osimhen,"Victor Osimhen, Destro, 1° gol stagionaleAssist:Giovanni Di Lorenzo, Passaggio, 1° assist stagionale"
1404,2022,1,Hellas Verona FC,SSC Napoli,Thomas Henry,"Thomas Henry, Colpo di testa, 1° gol stagionaleAssist:Davide Faraoni, Cross, 1° assist stagionale"
1405,2022,1,Hellas Verona FC,SSC Napoli,Piotr Zieliński,"Piotr Zieliński, Sinistro, 1° gol stagionaleAssist:Khvicha Kvaratskhelia, Passaggio, 1° assist stagionale"
1406,2022,1,Hellas Verona FC,SSC Napoli,Stanislav Lobotka,"Stanislav Lobotka, Destro, 1° gol stagionaleAssist:Mário Rui, Passaggio, 1° assist stagionale"
1407,2022,1,Hellas Verona FC,SSC Napoli,Matteo Politano,"Matteo Politano, Sinistro, 1° gol stagionaleAssist:Victor Osimhen, Passaggio, 1° assist stagionale"
1408,2022,2,Bologna FC 1909,Hellas Verona FC,Marko Arnautovic,"Marko Arnautovic, Destro, 2° gol stagionaleAssist:Denso Kasius, Cross, 1° assist stagionale"
1409,2022,2,Bologna FC 1909,Hellas Verona FC,Thomas Henry,"Thomas Henry, Colpo di testa, 2° gol stagionaleAssist:Darko Lazović, Cross, 1° assist stagionale"
1410,2022,3,Hellas Verona FC,Atalanta BC,Teun Koopmeiners,"Teun Koopmeiners, Sinistro, 1° gol stagionaleAssist:Marten de Roon, Passaggio, 1° assist stagionale"
1411,2022,4,Empoli FC,Hellas Verona FC,Tommaso Baldanzi,"Tommaso Baldanzi, Sinistro, 1° gol stagionaleAssist:Sam Lammers, Passaggio, 1° assist stagionale"
1412,2022,4,Empoli FC,Hellas Verona FC,Yayah Kallon,"Yayah Kallon, Sinistro, 1° gol stagionaleAssist:Josh Doig, Passaggio, 1° assist stagionale"
1413,2022,5,Hellas Verona FC,UC Sampdoria,Francesco Caputo,"Francesco Caputo, Sinistro, 1° gol stagionaleAssist:Tomás Rincón, Passaggio, 2° assist stagionale"
1414,2022,5,Hellas Verona FC,UC Sampdoria,Emil Audero,"Emil Audero, AutoreteAssist:Thomas Henry, Colpo di testa, 1° assist stagionale"
1415,2022,5,Hellas Verona FC,UC Sampdoria,Josh Doig,"Josh Doig, Destro, 1° gol stagionaleAssist: Senza assist"
1416,2022,6,SS Lazio,Hellas Verona FC,Ciro Immobile,"Ciro Immobile, Colpo di testa, 3° gol stagionaleAssist:Sergej Milinković-Savić, Cross, 4° assist stagionale"
1417,2022,6,SS Lazio,Hellas Verona FC,Luis Alberto,"Luis Alberto, Destro, 2° gol stagionaleAssist:Mattia Zaccagni, Passaggio, 1° assist stagionale"
1418,2022,7,ACF Fiorentina,Hellas Verona FC,Jonathan Ikoné,"Jonathan Ikoné, Azione personale, 1° gol stagionaleAssist:Lorenzo Venuti, Passaggio, 1° assist stagionale"
1419,2022,7,ACF Fiorentina,Hellas Verona FC,Nico González,"Nico González, Destro, 1° gol stagionaleAssist:Rolando Mandragora, Passaggio, 1° assist stagionale"
1420,2022,8,Hellas Verona FC,Udinese Calcio,Josh Doig,"Josh Doig, Sinistro, 2° gol stagionaleAssist: Senza assist"
1421,2022,8,Hellas Verona FC,Udinese Calcio,Beto,"Beto, Destro, 5° gol stagionaleAssist:Gerard Deulofeu, Passaggio, 6° assist stagionale"
1422,2022,8,Hellas Verona FC,Udinese Calcio,Jaka Bijol,"Jaka Bijol, Colpo di testa, 2° gol stagionaleAssist:Lazar Samardžić, Cross, 1° assist stagionale"
1423,2022,9,US Salernitana 1919,Hellas Verona FC,Krzysztof Piatek,"Krzysztof Piatek, Sinistro, 2° gol stagionaleAssist:Federico Bonazzoli, Passaggio, 2° assist stagionale"
1424,2022,9,US Salernitana 1919,Hellas Verona FC,Fabio Depaoli,"Fabio Depaoli, Colpo di testa, 1° gol stagionaleAssist:Josh Doig, Cross, 2° assist stagionale"
1425,2022,9,US Salernitana 1919,Hellas Verona FC,Boulaye Dia,"Boulaye Dia, Sinistro, 4° gol stagionaleAssist:Erik Botheim, Passaggio, 1° assist stagionale"
1426,2022,10,Hellas Verona FC,AC Milan,Miguel Veloso,"Miguel Veloso, AutoreteAssist:Rafael Leão, Cross, 5° assist stagionale"
1427,2022,10,Hellas Verona FC,AC Milan,Koray Günter,"Koray Günter, Tiro deviato, 1° gol stagionaleAssist:Fabio Depaoli, Passaggio, 1° assist stagionale"
1428,2022,10,Hellas Verona FC,AC Milan,Sandro Tonali,"Sandro Tonali, Sinistro, 1° gol stagionaleAssist:Ante Rebić, Passaggio, 2° assist stagionale"
1429,2022,11,US Sassuolo Calcio,Hellas Verona FC,Federico Ceccherini,"Federico Ceccherini, Destro, 1° gol stagionaleAssist:Fabio Depaoli, Passaggio, 2° assist stagionale"
