season;matchweek;home_team;away_team;goal_result;scorer;minute
2024;35;Torino;Venezia;0:1;Kike Pérez;36
2024;35;Torino;Venezia;1:1;Nikola Vlašić;77
2024;35;Cagliari;Udinese;0:1;Oier Zarraga;27
2024;35;Cagliari;Udinese;1:1;Nadir Zortea;35
2024;35;Parma;Como;0:1;Gabriel Strefezza;79
2024;35;Lecce;Napoli;0:1;Giacomo Raspadori;24
2024;35;Inter;Verona;1:0;Kristjan Asllani;9
2024;35;Empoli;Lazio;0:1;Boulaye Dia;1
2024;35;Monza;Atalanta;0:1;Charles De Ketelaere;12
2024;35;Monza;Atalanta;0:2;Charles De Ketelaere;23
2024;35;Monza;Atalanta;0:3;Ademola Lookman;47
2024;35;Monza;Atalanta;0:4;Marco Brescianini;88
2024;35;Roma;Fiorentina;1:0;Artem Dovbyk;45
2024;35;Bologna;Juventus;0:1;Khéphren Thuram;9
2024;35;Bologna;Juventus;1:1;Remo Freuler;54
2024;35;Genoa;Milan;1:0;Vitinha;61
2024;35;Genoa;Milan;1:1;Rafael Leão;76
2024;36;Milan;Bologna;0:1;Riccardo Orsolini;49
2024;36;Milan;Bologna;1:1;Santiago Gimenez;73
2024;36;Milan;Bologna;2:1;Christian Pulisic;79
2024;36;Milan;Bologna;3:1;Santiago Gimenez;90
2024;36;Como;Cagliari;0:1;Michel Adopo;22
2024;36;Como;Cagliari;1:1;Maxence Caqueret;40
2024;36;Como;Cagliari;2:1;Gabriel Strefezza;45
2024;36;Como;Cagliari;3:1;Patrick Cutrone;77
2024;36;Lazio;Juventus;0:1;Randal Kolo Muani;51
2024;36;Lazio;Juventus;1:1;Matías Vecino;90
2024;36;Empoli;Parma;1:0;Jacopo Fazzini;11
2024;36;Empoli;Parma;1:1;Milan Djuric;73
2024;36;Empoli;Parma;2:1;Tino Anjorin;86
2024;36;Udinese;Monza;0:1;Gianluca Caprari;52
2024;36;Udinese;Monza;1:1;Lorenzo Lucca;75
2024;36;Udinese;Monza;1:2;Keita Baldé;90
2024;36;Verona;Lecce;0:1;Nikola Krstović;23
2024;36;Verona;Lecce;1:1;Diego Coppola;41
2024;36;Torino;Inter;0:1;Nicola Zalewski;14
2024;36;Torino;Inter;0:2;Kristjan Asllani;49
2024;36;Napoli;Genoa;1:0;Romelu Lukaku;15
2024;36;Napoli;Genoa;2:1;Giacomo Raspadori;64
2024;36;Napoli;Genoa;2:2;Johan Vásquez;84
2024;36;Venezia;Fiorentina;1:0;Fali Candé;60
2024;36;Venezia;Fiorentina;2:0;Gaetano Oristanio;68
2024;36;Venezia;Fiorentina;2:1;Rolando Mandragora;77
2024;36;Atalanta;Roma;1:0;Ademola Lookman;9
2024;36;Atalanta;Roma;1:1;Bryan Cristante;32
2024;36;Atalanta;Roma;2:1;Ibrahim Sulemana;76
2024;37;Genoa;Atalanta;1:0;Andrea Pinamonti;37
2024;37;Genoa;Atalanta;1:1;Ibrahim Sulemana;47
2024;37;Genoa;Atalanta;2:1;Andrea Pinamonti;58
2024;37;Genoa;Atalanta;2:2;Daniel Maldini;63
2024;37;Genoa;Atalanta;2:3;Mateo Retegui;89
2024;37;Cagliari;Venezia;1:0;Yerry Mina;11
2024;37;Cagliari;Venezia;2:0;Roberto Piccoli;41
2024;37;Cagliari;Venezia;3:0;Alessandro Deiola;71
2024;37;Fiorentina;Bologna;1:0;Fabiano Parisi;13
2024;37;Fiorentina;Bologna;1:1;Thijs Dallinga;61
2024;37;Fiorentina;Bologna;2:1;Amir Richardson;67
2024;37;Fiorentina;Bologna;2:2;Riccardo Orsolini;79
2024;37;Fiorentina;Bologna;3:2;Moise Kean;84
2024;37;Verona;Como;0:1;Maxence Caqueret;29
2024;37;Verona;Como;1:1;Darko Lazović;69
2024;37;Inter;Lazio;1:0;Yann Bisseck;45
2024;37;Inter;Lazio;1:1;Pedro;72
2024;37;Inter;Lazio;2:1;Denzel Dumfries;79
2024;37;Inter;Lazio;2:2;Pedro;90
2024;37;Juventus;Udinese;1:0;Nico González;61
2024;37;Juventus;Udinese;2:0;Dušan Vlahović;88
2024;37;Lecce;Torino;1:0;Ylber Ramadani;46
2024;37;Monza;Empoli;1:0;Samuele Birindelli;30
2024;37;Monza;Empoli;1:1;Lorenzo Colombo;49
2024;37;Monza;Empoli;1:2;Mattia Viti;51
2024;37;Roma;Milan;1:0;Gianluca Mancini;3
2024;37;Roma;Milan;1:1;João Félix;39
2024;37;Roma;Milan;2:1;Leandro Paredes;58
2024;37;Roma;Milan;3:1;Bryan Cristante;87
2024;38;Como;Inter;0:1;Stefan de Vrij;20
2024;38;Como;Inter;0:2;Joaquín Correa;51
2024;38;Napoli;Cagliari;1:0;Scott McTominay;42
2024;38;Napoli;Cagliari;2:0;Romelu Lukaku;51
2024;38;Bologna;Genoa;0:1;Vitinha;17
2024;38;Bologna;Genoa;0:2;Lorenzo Venturino;26
2024;38;Bologna;Genoa;0:3;Lorenzo Venturino;43
2024;38;Bologna;Genoa;1:3;Riccardo Orsolini;64
2024;38;Milan;Monza;1:0;Matteo Gabbia;64
2024;38;Milan;Monza;2:0;João Félix;74
2024;38;Atalanta;Parma;1:0;Daniel Maldini;32
2024;38;Atalanta;Parma;2:0;Daniel Maldini;33
2024;38;Atalanta;Parma;2:1;Antoine Hainaut;49
2024;38;Atalanta;Parma;2:2;Jacob Ondrejka;71
2024;38;Atalanta;Parma;2:3;Jacob Ondrejka;90
2024;38;Empoli;Verona;0:1;Suat Serdar;4
2024;38;Empoli;Verona;1:1;Jacopo Fazzini;43
2024;38;Empoli;Verona;1:2;Domagoj Bradarić;69
2024;38;Lazio;Lecce;0:1;Lassana Coulibaly;43
2024;38;Torino;Roma;0:1;Leandro Paredes;18
2024;38;Torino;Roma;0:2;Alexis Saelemaekers;53
2024;38;Udinese;Fiorentina;1:0;Lorenzo Lucca;26
2024;38;Udinese;Fiorentina;1:1;Nicolò Fagioli;46
2024;38;Udinese;Fiorentina;1:2;Pietro Comuzzo;57
2024;38;Udinese;Fiorentina;2:2;Christian Kabasele;61
2024;38;Udinese;Fiorentina;2:3;Moise Kean;82
2024;38;Venezia;Juventus;1:0;Daniel Fila;2
2024;38;Venezia;Juventus;1:1;Kenan Yıldız;25
2024;38;Venezia;Juventus;1:2;Randal Kolo Muani;31
2024;38;Venezia;Juventus;2:2;Ridgeciano Haps;55
2024;38;Venezia;Juventus;2:3;Manuel Locatelli;73
