,anno,giornata,Home Team,Away Team,scorer,numero_goal_partita,team_goal,goal,goal_home,goal_away,assist
825,2022,5,US Cremonese,US Sassuolo Calcio,,,,,,,
826,2022,6,US Sassuolo Calcio,Udinese Calcio,Davide Frattesi,1.0,home,1:0,1.0,0.0,Armand Laurienté
827,2022,6,US Sassuolo Calcio,Udinese Calcio,Beto,2.0,away,1:1,1.0,1.0,Roberto Pereyra
828,2022,6,US Sassuolo Calcio,Udinese Calcio,Lazar Samardžić,3.0,away,1:2,1.0,2.0,Roberto Pereyra
829,2022,6,US Sassuolo Calcio,Udinese Calcio,Beto,4.0,away,1:3,1.0,3.0,Sandi Lovrić
830,2022,7,Torino FC,US Sassuolo Calcio,Agustín Álvarez,1.0,away,0:1,0.0,1.0,Rogério
831,2022,8,US Sassuolo Calcio,US Salernitana 1919,Armand Laurienté,1.0,home,1:0,1.0,0.0,Kristian Thorstvedt
832,2022,8,US Sassuolo Calcio,US Salernitana 1919,Andrea Pinamonti,2.0,home,2:0,2.0,0.0,Emil Konradsen Ceide
833,2022,8,US Sassuolo Calcio,US Salernitana 1919,Kristian Thorstvedt,3.0,home,3:0,3.0,0.0,Agustín Álvarez
834,2022,8,US Sassuolo Calcio,US Salernitana 1919,Abdou Harroui,4.0,home,4:0,4.0,0.0,Armand Laurienté
835,2022,8,US Sassuolo Calcio,US Salernitana 1919,Janis Antiste,5.0,home,5:0,5.0,0.0,Senza assist
842,2022,11,US Sassuolo Calcio,Hellas Verona FC,Federico Ceccherini,1.0,away,0:1,0.0,1.0,Fabio Depaoli
843,2022,11,US Sassuolo Calcio,Hellas Verona FC,Armand Laurienté,2.0,home,1:1,1.0,1.0,Pedro Obiang
844,2022,11,US Sassuolo Calcio,Hellas Verona FC,Davide Frattesi,3.0,home,2:1,2.0,1.0,Hamed Junior Traoré
849,2022,13,Empoli FC,US Sassuolo Calcio,Tommaso Baldanzi,1.0,home,1:0,1.0,0.0,Martín Satriano
852,2022,15,Bologna FC 1909,US Sassuolo Calcio,Michel Aebischer,1.0,home,1:0,1.0,0.0,Jhon Lucumí
853,2022,15,Bologna FC 1909,US Sassuolo Calcio,Marko Arnautovic,2.0,home,2:0,2.0,0.0,Roberto Soriano
854,2022,15,Bologna FC 1909,US Sassuolo Calcio,Lewis Ferguson,3.0,home,3:0,3.0,0.0,Nicolás Domínguez
855,2022,16,US Sassuolo Calcio,UC Sampdoria,Manolo Gabbiadini,1.0,away,0:1,0.0,1.0,Bruno Amione
856,2022,16,US Sassuolo Calcio,UC Sampdoria,Tommaso Augello,2.0,away,0:2,0.0,2.0,Senza assist
857,2022,16,US Sassuolo Calcio,UC Sampdoria,Domenico Berardi,3.0,home,1:2,1.0,2.0,Andrea Pinamonti
863,2022,19,AC Monza,US Sassuolo Calcio,Gian Marco Ferrari,1.0,away,0:1,0.0,1.0,Hamed Junior Traoré
864,2022,19,AC Monza,US Sassuolo Calcio,Gianluca Caprari,2.0,home,1:1,1.0,1.0,Senza assist
873,2022,22,Udinese Calcio,US Sassuolo Calcio,Destiny Udogie,1.0,home,1:0,1.0,0.0,Jaka Bijol
874,2022,22,Udinese Calcio,US Sassuolo Calcio,Matheus Henrique,2.0,away,1:1,1.0,1.0,Senza assist
875,2022,22,Udinese Calcio,US Sassuolo Calcio,Jaka Bijol,3.0,home,2:1,2.0,1.0,Lazar Samardžić
876,2022,22,Udinese Calcio,US Sassuolo Calcio,Nehuén Pérez,4.0,away,2:2,2.0,2.0,Nedim Bajrami
879,2022,24,US Lecce,US Sassuolo Calcio,Kristian Thorstvedt,1.0,away,0:1,0.0,1.0,Domenico Berardi
880,2022,25,US Sassuolo Calcio,US Cremonese,Armand Laurienté,1.0,home,1:0,1.0,0.0,Senza assist
881,2022,25,US Sassuolo Calcio,US Cremonese,Davide Frattesi,2.0,home,2:0,2.0,0.0,Armand Laurienté
882,2022,25,US Sassuolo Calcio,US Cremonese,Cyriel Dessers,3.0,away,2:1,2.0,1.0,Senza assist
883,2022,25,US Sassuolo Calcio,US Cremonese,Cyriel Dessers,4.0,away,2:2,2.0,2.0,Marco Carnesecchi
884,2022,25,US Sassuolo Calcio,US Cremonese,Nedim Bajrami,5.0,home,3:2,3.0,2.0,Armand Laurienté
892,2022,27,US Sassuolo Calcio,Spezia Calcio,Domenico Berardi,1.0,home,1:0,1.0,0.0,Rigore: mani diKelvin Amian
893,2022,28,US Sassuolo Calcio,Torino FC,Andrea Pinamonti,1.0,home,1:0,1.0,0.0,Senza assist
894,2022,28,US Sassuolo Calcio,Torino FC,Antonio Sanabria,2.0,away,1:1,1.0,1.0,Valentino Lazaro
895,2022,29,Hellas Verona FC,US Sassuolo Calcio,Abdou Harroui,1.0,away,0:1,0.0,1.0,Domenico Berardi
896,2022,29,Hellas Verona FC,US Sassuolo Calcio,Federico Ceccherini,2.0,home,1:1,1.0,1.0,Cyril Ngonge
897,2022,29,Hellas Verona FC,US Sassuolo Calcio,Adolfo Gaich,3.0,home,2:1,2.0,1.0,Senza assist
899,2022,31,US Salernitana 1919,US Sassuolo Calcio,Lorenzo Pirola,1.0,home,1:0,1.0,0.0,Norbert Gyömbér
900,2022,31,US Salernitana 1919,US Sassuolo Calcio,Boulaye Dia,2.0,home,2:0,2.0,0.0,Erik Botheim
901,2022,31,US Salernitana 1919,US Sassuolo Calcio,Lassana Coulibaly,3.0,home,3:0,3.0,0.0,Boulaye Dia
902,2022,32,US Sassuolo Calcio,Empoli FC,Nicolò Cambiaghi,1.0,away,0:1,0.0,1.0,Senza assist
903,2022,32,US Sassuolo Calcio,Empoli FC,Domenico Berardi,2.0,home,1:1,1.0,1.0,Matheus Henrique
904,2022,32,US Sassuolo Calcio,Empoli FC,Domenico Berardi,3.0,home,2:1,2.0,1.0,Domenico Berardi
907,2022,34,US Sassuolo Calcio,Bologna FC 1909,Domenico Berardi,1.0,home,1:0,1.0,0.0,Grégoire Defrel
908,2022,34,US Sassuolo Calcio,Bologna FC 1909,Nicolás Domínguez,2.0,away,1:1,1.0,1.0,Andrea Cambiaso
915,2022,36,US Sassuolo Calcio,AC Monza,Domenico Berardi,1.0,home,1:0,1.0,0.0,Rigore: mani diArmando Izzo
916,2022,36,US Sassuolo Calcio,AC Monza,Patrick Ciurria,2.0,away,1:1,1.0,1.0,Samuele Birindelli
917,2022,36,US Sassuolo Calcio,AC Monza,Matteo Pessina,3.0,away,1:2,1.0,2.0,Samuele Vignato
918,2022,37,UC Sampdoria,US Sassuolo Calcio,Manolo Gabbiadini,1.0,home,1:0,1.0,0.0,Senza assist
919,2022,37,UC Sampdoria,US Sassuolo Calcio,Domenico Berardi,2.0,away,1:1,1.0,1.0,Emil Konradsen Ceide
920,2022,37,UC Sampdoria,US Sassuolo Calcio,Matheus Henrique,3.0,away,1:2,1.0,2.0,Nadir Zortea
921,2022,37,UC Sampdoria,US Sassuolo Calcio,Martin Erlić,4.0,home,2:2,2.0,2.0,Senza assist
926,2022,1,AC Monza,Torino FC,Aleksey Miranchuk,1.0,away,0:1,0.0,1.0,Antonio Sanabria
927,2022,1,AC Monza,Torino FC,Antonio Sanabria,2.0,away,0:2,0.0,2.0,Samuele Ricci
928,2022,1,AC Monza,Torino FC,Dany Mota,3.0,home,1:2,1.0,2.0,Senza assist
930,2022,3,US Cremonese,Torino FC,Nikola Vlašić,1.0,away,0:1,0.0,1.0,Senza assist
931,2022,3,US Cremonese,Torino FC,Nemanja Radonjić,2.0,away,0:2,0.0,2.0,Mërgim Vojvoda
932,2022,3,US Cremonese,Torino FC,Leonardo Sernicola,3.0,home,1:2,1.0,2.0,Cyriel Dessers
937,2022,5,Torino FC,US Lecce,Nikola Vlašić,1.0,home,1:0,1.0,0.0,Mërgim Vojvoda
944,2022,9,Torino FC,Empoli FC,Mattia Destro,1.0,away,0:1,0.0,1.0,Tyronne Ebuehi
945,2022,9,Torino FC,Empoli FC,Saša Lukić,2.0,home,1:1,1.0,1.0,Senza assist
947,2022,11,Udinese Calcio,Torino FC,Ola Aina,1.0,away,0:1,0.0,1.0,Aleksey Miranchuk
948,2022,11,Udinese Calcio,Torino FC,Gerard Deulofeu,2.0,home,1:1,1.0,1.0,Destiny Udogie
949,2022,11,Udinese Calcio,Torino FC,Pietro Pellegri,3.0,away,1:2,1.0,2.0,Nemanja Radonjić
953,2022,13,Bologna FC 1909,Torino FC,Saša Lukić,1.0,away,0:1,0.0,1.0,Aleksey Miranchuk
954,2022,13,Bologna FC 1909,Torino FC,Riccardo Orsolini,2.0,home,1:1,1.0,1.0,Emanuel Vignato
955,2022,13,Bologna FC 1909,Torino FC,Stefan Posch,3.0,home,2:1,2.0,1.0,Roberto Soriano
956,2022,14,Torino FC,UC Sampdoria,Nemanja Radonjić,1.0,home,1:0,1.0,0.0,Nikola Vlašić
957,2022,14,Torino FC,UC Sampdoria,Nikola Vlašić,2.0,home,2:0,2.0,0.0,Mërgim Vojvoda
960,2022,16,Torino FC,Hellas Verona FC,Milan Djuric,1.0,away,0:1,0.0,1.0,Darko Lazović
961,2022,16,Torino FC,Hellas Verona FC,Aleksey Miranchuk,2.0,home,1:1,1.0,1.0,Perr Schuurs
962,2022,17,US Salernitana 1919,Torino FC,Antonio Sanabria,1.0,away,0:1,0.0,1.0,Valentino Lazaro
963,2022,17,US Salernitana 1919,Torino FC,Tonny Vilhena,2.0,home,1:1,1.0,1.0,Senza assist
964,2022,18,Torino FC,Spezia Calcio,M'Bala Nzola,1.0,away,0:1,0.0,1.0,Rigore: mani diKoffi Djidji
966,2022,20,Empoli FC,Torino FC,Sebastiano Luperto,1.0,home,1:0,1.0,0.0,Răzvan Marin
967,2022,20,Empoli FC,Torino FC,Răzvan Marin,2.0,home,2:0,2.0,0.0,Francesco Caputo
968,2022,20,Empoli FC,Torino FC,Samuele Ricci,3.0,away,2:1,2.0,1.0,Perr Schuurs
969,2022,20,Empoli FC,Torino FC,Antonio Sanabria,4.0,away,2:2,2.0,2.0,Aleksey Miranchuk
970,2022,21,Torino FC,Udinese Calcio,Yann Karamoh,1.0,home,1:0,1.0,0.0,Ola Aina
972,2022,23,Torino FC,US Cremonese,Antonio Sanabria,1.0,home,1:0,1.0,0.0,Ivan Ilić
973,2022,23,Torino FC,US Cremonese,Frank Tsadjout,2.0,away,1:1,1.0,1.0,Felix Afena-Gyan
974,2022,23,Torino FC,US Cremonese,Emanuele Valeri,3.0,away,1:2,1.0,2.0,Senza assist
975,2022,23,Torino FC,US Cremonese,Wilfried Singo,4.0,home,2:2,2.0,2.0,Aleksey Miranchuk
982,2022,25,Torino FC,Bologna FC 1909,Yann Karamoh,1.0,home,1:0,1.0,0.0,Antonio Sanabria
983,2022,26,US Lecce,Torino FC,Wilfried Singo,1.0,away,0:1,0.0,1.0,Aleksey Miranchuk
984,2022,26,US Lecce,Torino FC,Antonio Sanabria,2.0,away,0:2,0.0,2.0,Nemanja Radonjić
992,2022,30,Torino FC,US Salernitana 1919,Tonny Vilhena,1.0,away,0:1,0.0,1.0,Krzysztof Piatek
993,2022,30,Torino FC,US Salernitana 1919,Antonio Sanabria,2.0,home,1:1,1.0,1.0,Aleksey Miranchuk
998,2022,33,UC Sampdoria,Torino FC,Alessandro Buongiorno,1.0,away,0:1,0.0,1.0,Ivan Ilić
999,2022,33,UC Sampdoria,Torino FC,Pietro Pellegri,2.0,away,0:2,0.0,2.0,Mërgim Vojvoda
1000,2022,34,Torino FC,AC Monza,Antonio Sanabria,1.0,home,1:0,1.0,0.0,Nikola Vlašić
1001,2022,34,Torino FC,AC Monza,Gianluca Caprari,2.0,away,1:1,1.0,1.0,Andrea Petagna
1002,2022,35,Hellas Verona FC,Torino FC,Nikola Vlašić,1.0,away,0:1,0.0,1.0,Antonio Sanabria
1005,2022,37,Spezia Calcio,Torino FC,Przemysław Wiśniewski,1.0,away,0:1,0.0,1.0,Wilfried Singo
1006,2022,37,Spezia Calcio,Torino FC,Samuele Ricci,2.0,away,0:2,0.0,2.0,Nikola Vlašić
1007,2022,37,Spezia Calcio,Torino FC,Ivan Ilić,3.0,away,0:3,0.0,3.0,Nikola Vlašić
1008,2022,37,Spezia Calcio,Torino FC,Yann Karamoh,4.0,away,0:4,0.0,4.0,Antonio Sanabria
1016,2022,2,Udinese Calcio,US Salernitana 1919,,,,,,,
1017,2022,3,AC Monza,Udinese Calcio,Andrea Colpani,1.0,home,1:0,1.0,0.0,Gianluca Caprari
1018,2022,3,AC Monza,Udinese Calcio,Beto,2.0,away,1:1,1.0,1.0,Rodrigo Becão
1019,2022,3,AC Monza,Udinese Calcio,Destiny Udogie,3.0,away,1:2,1.0,2.0,Ilija Nestorovski
1033,2022,8,Hellas Verona FC,Udinese Calcio,Josh Doig,1.0,home,1:0,1.0,0.0,Senza assist
1034,2022,8,Hellas Verona FC,Udinese Calcio,Beto,2.0,away,1:1,1.0,1.0,Gerard Deulofeu
1035,2022,8,Hellas Verona FC,Udinese Calcio,Jaka Bijol,3.0,away,1:2,1.0,2.0,Lazar Samardžić
1044,2022,12,US Cremonese,Udinese Calcio,,,,,,,
1045,2022,13,Udinese Calcio,US Lecce,Lorenzo Colombo,1.0,away,0:1,0.0,1.0,Antonino Gallo
1046,2022,13,Udinese Calcio,US Lecce,Beto,2.0,home,1:1,1.0,1.0,Isaac Success
1047,2022,14,Spezia Calcio,Udinese Calcio,Arkadiusz Reca,1.0,home,1:0,1.0,0.0,Ethan Ampadu
1048,2022,14,Spezia Calcio,Udinese Calcio,Sandi Lovrić,2.0,away,1:1,1.0,1.0,Isaac Success
1054,2022,16,Udinese Calcio,Empoli FC,Tommaso Baldanzi,1.0,away,0:1,0.0,1.0,Francesco Caputo
1055,2022,16,Udinese Calcio,Empoli FC,Roberto Pereyra,2.0,home,1:1,1.0,1.0,Destiny Udogie
1057,2022,18,Udinese Calcio,Bologna FC 1909,Beto,1.0,home,1:0,1.0,0.0,Isaac Success
1058,2022,18,Udinese Calcio,Bologna FC 1909,Nicola Sansone,2.0,away,1:1,1.0,1.0,Nikola Moro
1059,2022,18,Udinese Calcio,Bologna FC 1909,Stefan Posch,3.0,away,1:2,1.0,2.0,Jerdy Schouten
1060,2022,19,UC Sampdoria,Udinese Calcio,Kingsley Ehizibue,1.0,away,0:1,0.0,1.0,Senza assist
1061,2022,20,Udinese Calcio,Hellas Verona FC,Rodrigo Becão,1.0,away,0:1,0.0,1.0,Darko Lazović
1062,2022,20,Udinese Calcio,Hellas Verona FC,Lazar Samardžić,2.0,home,1:1,1.0,1.0,Beto
1072,2022,24,Udinese Calcio,Spezia Calcio,M'Bala Nzola,1.0,away,0:1,0.0,1.0,Albin Ekdal
1073,2022,24,Udinese Calcio,Spezia Calcio,Beto,2.0,home,1:1,1.0,1.0,Isaac Success
1074,2022,24,Udinese Calcio,Spezia Calcio,Roberto Pereyra,3.0,home,2:1,2.0,1.0,Sandi Lovrić
1075,2022,24,Udinese Calcio,Spezia Calcio,M'Bala Nzola,4.0,away,2:2,2.0,2.0,Kevin Agudelo
1077,2022,26,Empoli FC,Udinese Calcio,Rodrigo Becão,1.0,away,0:1,0.0,1.0,Sandi Lovrić
1082,2022,28,Bologna FC 1909,Udinese Calcio,Stefan Posch,1.0,home,1:0,1.0,0.0,Musa Barrow
1083,2022,28,Bologna FC 1909,Udinese Calcio,Nikola Moro,2.0,home,2:0,2.0,0.0,Musa Barrow
1084,2022,28,Bologna FC 1909,Udinese Calcio,Musa Barrow,3.0,home,3:0,3.0,0.0,Nikola Moro
1085,2022,29,Udinese Calcio,AC Monza,Sandi Lovrić,1.0,home,1:0,1.0,0.0,Walace
1086,2022,29,Udinese Calcio,AC Monza,Andrea Colpani,2.0,away,1:1,1.0,1.0,Carlos Augusto
1087,2022,29,Udinese Calcio,AC Monza,Nicolò Rovella,3.0,away,1:2,1.0,2.0,Stefano Sensi
1088,2022,29,Udinese Calcio,AC Monza,Beto,4.0,home,2:2,2.0,2.0,Ilija Nestorovski
1092,2022,31,Udinese Calcio,US Cremonese,Lazar Samardžić,1.0,home,1:0,1.0,0.0,Sandi Lovrić
1093,2022,31,Udinese Calcio,US Cremonese,Nehuén Pérez,2.0,home,2:0,2.0,0.0,Lazar Samardžić
1094,2022,31,Udinese Calcio,US Cremonese,Isaac Success,3.0,home,3:0,3.0,0.0,Jaka Bijol
1095,2022,32,US Lecce,Udinese Calcio,Gabriel Strefezza,1.0,home,1:0,1.0,0.0,Valentin Gendrey
1098,2022,34,Udinese Calcio,UC Sampdoria,Roberto Pereyra,1.0,home,1:0,1.0,0.0,Festy Ebosele
1099,2022,34,Udinese Calcio,UC Sampdoria,Adam Masina,2.0,home,2:0,2.0,0.0,Sandi Lovrić
1103,2022,37,US Salernitana 1919,Udinese Calcio,Marvin Zeegelaar,1.0,away,0:1,0.0,1.0,Sandi Lovrić
1104,2022,37,US Salernitana 1919,Udinese Calcio,Ilija Nestorovski,2.0,away,0:2,0.0,2.0,Roberto Pereyra
1105,2022,37,US Salernitana 1919,Udinese Calcio,Grigoris Kastanos,3.0,home,1:2,1.0,2.0,Antonio Candreva
1106,2022,37,US Salernitana 1919,Udinese Calcio,Antonio Candreva,4.0,home,2:2,2.0,2.0,Pasquale Mazzocchi
1107,2022,37,US Salernitana 1919,Udinese Calcio,William Troost-Ekong,5.0,home,3:2,3.0,2.0,Junior Sambia
1112,2022,2,Bologna FC 1909,Hellas Verona FC,Marko Arnautovic,1.0,home,1:0,1.0,0.0,Denso Kasius
1113,2022,2,Bologna FC 1909,Hellas Verona FC,Thomas Henry,2.0,away,1:1,1.0,1.0,Darko Lazović
1116,2022,4,Bologna FC 1909,US Salernitana 1919,Marko Arnautovic,1.0,home,1:0,1.0,0.0,Nicola Sansone
1117,2022,4,Bologna FC 1909,US Salernitana 1919,Boulaye Dia,2.0,away,1:1,1.0,1.0,Senza assist
1118,2022,5,Spezia Calcio,Bologna FC 1909,Marko Arnautovic,1.0,away,0:1,0.0,1.0,Gary Medel
1119,2022,5,Spezia Calcio,Bologna FC 1909,Simone Bastoni,2.0,home,1:1,1.0,1.0,Senza assist
1120,2022,5,Spezia Calcio,Bologna FC 1909,Jerdy Schouten,3.0,home,2:1,2.0,1.0,Simone Bastoni
1121,2022,5,Spezia Calcio,Bologna FC 1909,Marko Arnautovic,4.0,away,2:2,2.0,2.0,Roberto Soriano
1125,2022,7,Bologna FC 1909,Empoli FC,Filippo Bandinelli,1.0,away,0:1,0.0,1.0,Senza assist
1129,2022,9,Bologna FC 1909,UC Sampdoria,Nicolás Domínguez,1.0,home,1:0,1.0,0.0,Senza assist
1130,2022,9,Bologna FC 1909,UC Sampdoria,Filip Djuricic,2.0,away,1:1,1.0,1.0,Mehdi Léris
1136,2022,11,Bologna FC 1909,US Lecce,Marko Arnautovic,1.0,home,1:0,1.0,0.0,Michel Aebischer
1137,2022,11,Bologna FC 1909,US Lecce,Lewis Ferguson,2.0,home,2:0,2.0,0.0,Musa Barrow
1138,2022,12,AC Monza,Bologna FC 1909,Andrea Petagna,1.0,home,1:0,1.0,0.0,Stefano Sensi
1139,2022,12,AC Monza,Bologna FC 1909,Lewis Ferguson,2.0,away,1:1,1.0,1.0,Stefan Posch
1140,2022,12,AC Monza,Bologna FC 1909,Riccardo Orsolini,3.0,away,1:2,1.0,2.0,Joshua Zirkzee
1161,2022,19,Bologna FC 1909,US Cremonese,David Okereke,1.0,away,0:1,0.0,1.0,Rigore: mani diNicolás Domínguez
1162,2022,19,Bologna FC 1909,US Cremonese,Vlad Chiricheș,2.0,home,1:1,1.0,1.0,Senza assist
1163,2022,20,Bologna FC 1909,Spezia Calcio,Stefan Posch,1.0,home,1:0,1.0,0.0,Riccardo Orsolini
1164,2022,20,Bologna FC 1909,Spezia Calcio,Riccardo Orsolini,2.0,home,2:0,2.0,0.0,Nicolás Domínguez
1168,2022,22,Bologna FC 1909,AC Monza,Giulio Donati,1.0,away,0:1,0.0,1.0,Andrea Petagna
1169,2022,23,UC Sampdoria,Bologna FC 1909,Roberto Soriano,1.0,away,0:1,0.0,1.0,Musa Barrow
1170,2022,23,UC Sampdoria,Bologna FC 1909,Abdelhamid Sabiri,2.0,home,1:1,1.0,1.0,Manolo Gabbiadini
1171,2022,23,UC Sampdoria,Bologna FC 1909,Riccardo Orsolini,3.0,away,1:2,1.0,2.0,Nikola Moro
1175,2022,27,US Salernitana 1919,Bologna FC 1909,Lorenzo Pirola,1.0,home,1:0,1.0,0.0,Antonio Candreva
1176,2022,27,US Salernitana 1919,Bologna FC 1909,Lewis Ferguson,2.0,away,1:1,1.0,1.0,Georgios Kyriakopoulos
1177,2022,27,US Salernitana 1919,Bologna FC 1909,Boulaye Dia,3.0,home,2:1,2.0,1.0,Flavius Daniliuc
1178,2022,27,US Salernitana 1919,Bologna FC 1909,Charalampos Lykogiannis,4.0,away,2:2,2.0,2.0,Georgios Kyriakopoulos
1186,2022,31,Hellas Verona FC,Bologna FC 1909,Simone Verdi,1.0,home,1:0,1.0,0.0,Adolfo Gaich
1187,2022,31,Hellas Verona FC,Bologna FC 1909,Simone Verdi,2.0,home,2:0,2.0,0.0,Davide Faraoni
1188,2022,31,Hellas Verona FC,Bologna FC 1909,Nicolás Domínguez,3.0,away,2:1,2.0,1.0,Nicola Sansone
1191,2022,33,Empoli FC,Bologna FC 1909,Jhon Lucumí,1.0,home,1:0,1.0,0.0,Fabiano Parisi
1192,2022,33,Empoli FC,Bologna FC 1909,Jean-Daniel Akpa Akpro,2.0,home,2:0,2.0,0.0,Răzvan Marin
1193,2022,33,Empoli FC,Bologna FC 1909,Nicolò Cambiaghi,3.0,home,3:0,3.0,0.0,Răzvan Marin
1194,2022,33,Empoli FC,Bologna FC 1909,Riccardo Orsolini,4.0,away,3:1,3.0,1.0,Jhon Lucumí
1198,2022,36,US Cremonese,Bologna FC 1909,Marko Arnautovic,1.0,away,0:1,0.0,1.0,Musa Barrow
1199,2022,36,US Cremonese,Bologna FC 1909,Lewis Ferguson,2.0,away,0:2,0.0,2.0,Senza assist
1200,2022,36,US Cremonese,Bologna FC 1909,Stefan Posch,3.0,away,0:3,0.0,3.0,Riccardo Orsolini
1201,2022,36,US Cremonese,Bologna FC 1909,Riccardo Orsolini,4.0,away,0:4,0.0,4.0,Nikola Moro
1202,2022,36,US Cremonese,Bologna FC 1909,Nicola Sansone,5.0,away,0:5,0.0,5.0,Musa Barrow
1203,2022,36,US Cremonese,Bologna FC 1909,Daniel Ciofani,6.0,home,1:5,1.0,5.0,Luka Lochoshvili
1208,2022,38,US Lecce,Bologna FC 1909,Lameck Banda,1.0,home,1:0,1.0,0.0,Gabriel Strefezza
1209,2022,38,US Lecce,Bologna FC 1909,Marko Arnautovic,2.0,away,1:1,1.0,1.0,Musa Barrow
1210,2022,38,US Lecce,Bologna FC 1909,Joshua Zirkzee,3.0,away,1:2,1.0,2.0,Niklas Pyyhtiä
1211,2022,38,US Lecce,Bologna FC 1909,Rémi Oudin,4.0,home,2:2,2.0,2.0,Youssef Maleh
1212,2022,38,US Lecce,Bologna FC 1909,Lewis Ferguson,5.0,away,2:3,2.0,3.0,Nikola Moro
1228,2022,6,US Lecce,AC Monza,Stefano Sensi,1.0,away,0:1,0.0,1.0,Senza assist
1229,2022,6,US Lecce,AC Monza,Joan González,2.0,home,1:1,1.0,1.0,Senza assist
1231,2022,8,UC Sampdoria,AC Monza,Matteo Pessina,1.0,away,0:1,0.0,1.0,Patrick Ciurria
1232,2022,8,UC Sampdoria,AC Monza,Gianluca Caprari,2.0,away,0:2,0.0,2.0,Senza assist
1233,2022,8,UC Sampdoria,AC Monza,Stefano Sensi,3.0,away,0:3,0.0,3.0,Samuele Birindelli
1234,2022,9,AC Monza,Spezia Calcio,Carlos Augusto,1.0,home,1:0,1.0,0.0,Matteo Pessina
1235,2022,9,AC Monza,Spezia Calcio,Pablo Marí,2.0,home,2:0,2.0,0.0,Andrea Barberis
1236,2022,10,Empoli FC,AC Monza,Nicolas Haas,1.0,home,1:0,1.0,0.0,Senza assist
1245,2022,13,AC Monza,Hellas Verona FC,Carlos Augusto,1.0,home,1:0,1.0,0.0,Patrick Ciurria
1246,2022,13,AC Monza,Hellas Verona FC,Andrea Colpani,2.0,home,2:0,2.0,0.0,Andrea Petagna
1248,2022,15,AC Monza,US Salernitana 1919,Carlos Augusto,1.0,home,1:0,1.0,0.0,Dany Mota
1249,2022,15,AC Monza,US Salernitana 1919,Dany Mota,2.0,home,2:0,2.0,0.0,Carlos Augusto
1250,2022,15,AC Monza,US Salernitana 1919,Matteo Pessina,3.0,home,3:0,3.0,0.0,Dany Mota
1257,2022,18,US Cremonese,AC Monza,Patrick Ciurria,1.0,away,0:1,0.0,1.0,Andrea Petagna
1258,2022,18,US Cremonese,AC Monza,Gianluca Caprari,2.0,away,0:2,0.0,2.0,Armando Izzo
1259,2022,18,US Cremonese,AC Monza,Gianluca Caprari,3.0,away,0:3,0.0,3.0,Andrea Petagna
1260,2022,18,US Cremonese,AC Monza,Daniel Ciofani,4.0,home,1:3,1.0,3.0,Emanuele Valeri
1261,2022,18,US Cremonese,AC Monza,Cyriel Dessers,5.0,home,2:3,2.0,3.0,Senza assist
1266,2022,21,AC Monza,UC Sampdoria,Manolo Gabbiadini,1.0,away,0:1,0.0,1.0,Sam Lammers
1267,2022,21,AC Monza,UC Sampdoria,Andrea Petagna,2.0,home,1:1,1.0,1.0,Carlos Augusto
1268,2022,21,AC Monza,UC Sampdoria,Manolo Gabbiadini,3.0,away,1:2,1.0,2.0,Senza assist
1269,2022,21,AC Monza,UC Sampdoria,Matteo Pessina,4.0,home,2:2,2.0,2.0,Andrea Petagna
1272,2022,24,US Salernitana 1919,AC Monza,Lassana Coulibaly,1.0,home,1:0,1.0,0.0,Antonio Candreva
1273,2022,24,US Salernitana 1919,AC Monza,Grigoris Kastanos,2.0,home,2:0,2.0,0.0,Senza assist
1274,2022,24,US Salernitana 1919,AC Monza,Antonio Candreva,3.0,home,3:0,3.0,0.0,Senza assist
1275,2022,25,AC Monza,Empoli FC,Patrick Ciurria,1.0,home,1:0,1.0,0.0,Andrea Petagna
1276,2022,25,AC Monza,Empoli FC,Martín Satriano,2.0,away,1:1,1.0,1.0,Senza assist
1277,2022,25,AC Monza,Empoli FC,Armando Izzo,3.0,home,2:1,2.0,1.0,Gianluca Caprari
1278,2022,26,Hellas Verona FC,AC Monza,Simone Verdi,1.0,home,1:0,1.0,0.0,Senza assist
1279,2022,26,Hellas Verona FC,AC Monza,Stefano Sensi,2.0,away,1:1,1.0,1.0,Carlos Augusto
1280,2022,27,AC Monza,US Cremonese,Daniel Ciofani,1.0,away,0:1,0.0,1.0,Michele Castagnetti
1281,2022,27,AC Monza,US Cremonese,Carlos Augusto,2.0,home,1:1,1.0,1.0,Patrick Ciurria
1294,2022,32,Spezia Calcio,AC Monza,Patrick Ciurria,1.0,away,0:1,0.0,1.0,Andrea Colpani
1295,2022,32,Spezia Calcio,AC Monza,Carlos Augusto,2.0,away,0:2,0.0,2.0,José Machín
1305,2022,37,AC Monza,US Lecce,Lorenzo Colombo,1.0,away,0:1,0.0,1.0,Rigore: mani diChristian Gytkjaer
1313,2022,1,Spezia Calcio,Empoli FC,M'Bala Nzola,1.0,home,1:0,1.0,0.0,Simone Bastoni
1315,2022,3,US Lecce,Empoli FC,Fabiano Parisi,1.0,away,0:1,0.0,1.0,Senza assist
1316,2022,3,US Lecce,Empoli FC,Gabriel Strefezza,2.0,home,1:1,1.0,1.0,Lameck Banda
1317,2022,4,Empoli FC,Hellas Verona FC,Tommaso Baldanzi,1.0,home,1:0,1.0,0.0,Sam Lammers
1318,2022,4,Empoli FC,Hellas Verona FC,Yayah Kallon,2.0,away,1:1,1.0,1.0,Josh Doig
